Attacker,Fast Move,Charged Move,Level,"Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Tapu Bulu, Tier 5","Tapu Bulu, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Tapu Koko, Tier 5","Tapu Koko, Tier 5","Tapu Lele, Tier 5","Tapu Lele, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Zacian (Hero), Tier 5","Zacian (Hero), Tier 5","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Azumarill, Tier 3","Azumarill, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Grotle, Tier 3","Grotle, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togekiss, Tier 3","Togekiss, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Wigglytuff, Tier 3","Wigglytuff, Tier 3"
Scolipede,Poison Jab or Bug Bite,Sludge Bomb,40,1.5674294657531955,1.4105866903142963,1.5682414917174885,1.4192573620078912,1.4194088260831268,1.42694754747393,1.4128294636950207,1.409083892731154,1.4644936716201709,1.4704457380575269,1.6509812468644198,1.5269567942363433,1.6627336764362932,1.569120701739583,1.6090287088551265,1.539403970047898,1.4538371294144325,1.4474417550025511,1.424884636887019,1.4327561502859452,1.6738805270524801,1.4154850141941457,1.5808934047571226,1.5425330321220694,1.480887271549837,1.5333994414538392,1.4325600673035839,1.4985086000697865,1.746048939211585,1.7401998194304067,1.464230258187692,1.486875690357767,1.4340414170640579,1.5021821384767653,1.6991846217832138,1.7634901122432751,1.4671793057683502,1.4814208752643918,1.448826780403604,1.4833458243870068,1.6867055309569696,1.689639987964756,1.433834885460583,1.5034395113674082,1.5983153583950325,1.5523798655902432,1.5284984572488165,1.5537931096665394,1.4372601993638827,1.479077453188817
Gengar,Lick,Sludge Bomb,50,1.295228601619382,1.2120148149482879,1.3040009758603597,1.2173420123885403,1.2158001719955296,1.2345215545135568,1.3082572301038522,1.3261560111731907,1.2357350805271996,1.2390958684140323,1.272816968291795,1.2690702611886282,1.2581661587992605,1.1997885144797338,1.2794331228440985,1.2822717495002285,1.2602144549628709,1.2715218865143703,1.3965880738123129,1.442825762409021,1.361117637914009,1.0556074572481668,1.2565938141255935,1.2450324368087895,1.2534818987625884,1.3324703709291073,1.2423562401354267,1.3289265295324004,1.2753665279971718,1.2675463163478526,1.2646595101236844,1.2944812076184335,1.2223438667607462,1.2880411424025309,1.2836771689473023,1.3393680413206108,1.2784545546312789,1.280050989253422,1.2408848184258556,1.2637113403094418,1.2996751234854158,1.315759846059757,1.2345293145694178,1.280051046722817,1.2589480958831483,1.2542114437413174,1.269047691594027,1.3459093619688516,1.3807706265832504,1.472468428896384
Gengar,Hex,Sludge Bomb,50,1.320264070918864,1.2611639164284527,1.3252045186188548,1.2673013486727387,1.2596972487188238,1.2753239130904215,1.3105422695040803,1.3653629488623307,1.2446234224156485,1.2694623400936573,1.2924354868455485,1.300854975453498,1.3282144542452017,1.284353604937588,1.2703412589952692,1.2925372553962804,1.2709907148120856,1.282198877614648,1.3968992304337589,1.4349383397859654,1.5254779166000376,1.2051210951852487,1.2918396733334852,1.3163391649877108,1.2501490192326796,1.3094024880692627,1.237207317095219,1.2944058717073643,1.3515881270316203,1.371994623395892,1.273399256071622,1.3034745958243352,1.2188084993535984,1.2835645383555352,1.3121456539931198,1.3673719112346292,1.2701186452336886,1.2820503206339768,1.2649551827226275,1.2902076389827486,1.3531610707209194,1.4041213780931991,1.2373355920436733,1.2856395063618653,1.3034206340709438,1.2994724516414005,1.2567060863119852,1.344215444798609,1.3823519988864081,1.4371582858197107
Gengar,Shadow Claw,Sludge Bomb,50,1.405745447337904,1.2756003396129114,1.4166384363386175,1.283196414091685,1.297791819539643,1.3073203428911664,1.441703579139415,1.4764565083530983,1.2741163830784412,1.29218303436609,1.3139645532256952,1.3138137129617522,1.2368730812173578,1.1718548064391023,1.325458910428339,1.3248003997936655,1.311138234793946,1.320551896151012,1.5956615082423298,1.6492497989915869,1.3631885397726922,1.0599621957383438,1.3186934167669209,1.3238939907524554,1.298992188448618,1.365824646677239,1.290210486414234,1.3528065558319025,1.259823759997886,1.2526634633050169,1.3208139701758574,1.3392511272955565,1.3046636580179858,1.3631101724211416,1.2528045832209074,1.2948326887060375,1.3089598153417887,1.333596602625663,1.3297124023225848,1.3458711554258962,1.2516924273250862,1.267033277680917,1.286722732018773,1.343107980847419,1.33116574147502,1.3331016881675695,1.3129044203148184,1.3933986603373036,1.544890679081154,1.6575544726512657
Gengar,Sucker Punch,Sludge Bomb,50,1.5072662833794317,1.3976797264906222,1.3689271747001666,1.2782610674212496,1.2814194131241587,1.2894670681173033,1.4369890732885975,1.4725436006680972,1.4000746612642496,1.4353963125583424,1.420605238535653,1.4279219082989771,1.4565390135843925,1.3947419052538284,1.4382190620708095,1.45217495295975,1.4198186950853129,1.4459248341930733,1.4092014627527607,1.4448616024928982,1.7660041434716136,1.3396989989077364,1.4240669732616336,1.4333167542898793,1.4095055321090453,1.5080945039499296,1.3118797635455393,1.369890384591047,1.5155890770075386,1.5263849939653042,1.45000460928928,1.4898173504964594,1.28504145968395,1.3338237335972611,1.5281394003079798,1.6129432438456985,1.3359600393567685,1.35231970613086,1.3035194445614504,1.335709443531488,1.5011747934402144,1.536616825894948,1.2844638580990748,1.3414637417938133,1.493745516415928,1.509383616575109,1.419060128121102,1.5330693473186228,1.4008591118441769,1.4821071301919289
Gengar,Shadow Claw,Sludge Wave,50,1.8497753432274122,1.5684598022471254,1.8738000676839677,1.5831729982604155,1.6218003479577172,1.5931699847035106,1.9167718896096713,1.8683296310717938,1.5868265397167425,1.5515133941362984,1.7043719950149356,1.6190046582820419,1.484465654750446,1.3521109577947654,1.6469830274478696,1.6091430715529864,1.6374504846664024,1.6270590102601896,2.158315855711987,2.1693879806429535,1.6021966334484252,1.2227975306515921,1.6618556794957542,1.598267690122355,1.5750617969879719,1.6122131379770916,1.5579081711058629,1.6115795852223798,1.48195464498513,1.4335814941971583,1.6340716562010944,1.621761155884466,1.564502630594453,1.6045060401858229,1.4027297385156072,1.45674075075107,1.6070906866890815,1.6022556478453656,1.6057531888355185,1.6117021818232606,1.4635933866218214,1.4460816444624884,1.5309335681031104,1.5785985559499465,1.6561986130779938,1.609150325959367,1.605580984798833,1.6681378041819066,2.1405858399277933,2.1961207672736553
Gengar,Lick,Sludge Wave,50,1.823492667389996,1.5365043552052458,1.8779165484548563,1.5388028798203537,1.5635958054301473,1.5183724875092994,1.7645002796021183,1.7088237718433898,1.602944480457693,1.5474995134989542,1.7569311731693227,1.613701178789154,1.6537863756077844,1.484530213040764,1.6576060709617308,1.601730113196163,1.631808400884304,1.605361419420668,1.8505735391142564,1.8884982719570655,1.8260645366100823,1.2738790120465902,1.5963069455976842,1.5423164416209914,1.566059122000758,1.620293843849921,1.561667179920776,1.6159380768458917,1.56465823812843,1.4875130239257028,1.6147906414736373,1.6044294401065393,1.4749427614848771,1.5399502767925217,1.536926526432239,1.554280378893461,1.608101361794438,1.6007641691326364,1.5615276808111318,1.5581261894856024,1.6222141788342561,1.5926963566821306,1.5010648229256482,1.5542853581490483,1.5940165027948077,1.5524319216440996,1.5779513744227898,1.6777613442890846,1.9645954004677528,2.0003996447111567
Gengar,Hex,Sludge Wave,50,1.9553586635828648,1.7060830867535948,1.9821083951690783,1.7128124856446845,1.676345260182983,1.6455533790721095,1.8060104402413655,1.7958536059221017,1.6499110121928116,1.636003483046781,1.7865921459216796,1.7345078968202163,1.8160027621384065,1.6469082875363554,1.7400940581794233,1.674753309616534,1.710466073351851,1.6983927895244035,1.952522086984378,1.952932405954282,2.2908032262397904,1.524990126400833,1.7424043202143542,1.7344285717243793,1.633157772732792,1.6719842002818488,1.6019749033806672,1.6479411780658295,1.720959407689706,1.6947117646667986,1.6730010547007659,1.676112658385465,1.5601930207558876,1.5928544435973084,1.598084714445605,1.6412978312335138,1.6462558128862959,1.653630500822998,1.6368929989206817,1.6469936976425321,1.7369525306641735,1.7698232135834246,1.575809961455684,1.6105077959694911,1.6916009608573093,1.6917939272638456,1.6515471661507581,1.7154634533997113,1.8697259050419863,1.9235183593521283
Gengar,Sucker Punch,Sludge Wave,50,2.3395961798266667,1.9034721945146251,1.9928026857493935,1.6595982455847567,1.6650686627966376,1.6146516122160013,2.0257681728760555,1.9872014243086507,1.9681478207115843,1.9225524701580472,2.080486920624667,1.9549010534862843,2.066192598049298,1.842441852772986,1.9874692668605092,1.924715981678943,1.9975475313190867,1.9794607108440565,1.8646691889222684,1.8788868609347689,2.9296122703801823,1.7727028323591079,1.9441951053859805,1.9063732686736832,1.8731879445280508,1.9412338056568437,1.672343247072493,1.723040298382436,2.0259815632357463,1.9816914855858772,1.9919305307965387,1.9819648876830778,1.6331349771983579,1.6852713419109815,1.9363970196084461,1.989272769317952,1.7051704564514292,1.7010958156106437,1.6730289058877517,1.6659374113354517,1.994955765857907,1.9923516428050434,1.6280944765142709,1.672837552302607,2.0443765037436123,2.024661363189062,1.9017800401202365,1.993333088748301,1.8240845180897922,1.8824855360100048
Mega Gengar,Lick,Sludge Bomb,40,1.0,0.9714676674865255,1.0,0.9752477372582006,1.0027926100231024,1.009679836333416,1.085676721635725,1.0821982165542237,1.0,0.9962040890144412,1.0,0.9905015908719176,1.0,0.956878568937707,0.9999999999999999,1.0132156758306803,1.0,1.0222744742361547,1.1513592771589958,1.1932274123963593,1.0205379897108862,0.858858715484882,1.0,1.0041111610369011,1.0,1.063652001457077,1.0260823986785164,1.0834557961656002,1.0069162202516386,1.0120307620373676,1.0,1.0237886207822324,1.0131314728961165,1.0582592520682488,1.0296430709336761,1.0726280666113641,1.0,1.0118846751503505,1.0108227296631243,1.0505250694028316,1.0377231847658297,1.0154314178776507,1.0049497621794592,1.0670746020552497,1.0,1.0356834632918275,1.0032148422488723,1.0565621956937283,1.1383291039672816,1.1735053508753517
Mega Gengar,Shadow Claw,Sludge Bomb,40,1.0214827904717898,1.0013457955312328,1.0234062825655974,1.0046897901298057,1.0538576343691126,1.0599604877373565,1.1936491989505449,1.1873478379318625,1.0197772448103333,1.024332784757761,1.0395766569419016,1.0326522750230647,1.0098875139537564,0.9407222058892994,1.0652284416916467,1.0810025056414818,1.029937667932657,1.0549619636075054,1.2688327564437571,1.3140025190634597,0.9999999999999999,0.8336666693769982,1.0456289510683545,1.0574859350766868,1.0691638733226136,1.1281624272841337,1.0517584628169998,1.1121012663415186,1.0,1.0073304054255554,1.0595313252027976,1.0901528889735979,1.0453036193759502,1.089728227154554,1.0,1.0427114914331435,1.031769206368222,1.0629716014491135,1.053535010849661,1.0983023481196286,1.0,1.0061401978885194,1.0462102723882314,1.0915972638328424,1.049476201985182,1.0761980745670918,1.0691166210453398,1.1230106220377747,1.3161257055234379,1.4204480550255807
Mega Gengar,Hex,Sludge Bomb,40,1.0075215936923638,0.9943796551444535,1.0164473418214146,0.9991769619189075,1.0202078953374005,1.0345235948049623,1.0713364692881044,1.088602510883896,1.0158775039768506,1.033433898361877,1.0222229774423888,1.0332060055056698,1.0483789732107538,1.023042899488693,1.0157276022682697,1.0347891091938797,1.00295448103849,1.028493078623661,1.1089152434539913,1.1477453347165607,1.0952001903069783,0.9620217906493975,1.0315449363170088,1.0492748773654645,1.0171984752204932,1.0547266692913677,1.0176322372595967,1.0735814148577725,1.0651828263266945,1.0761831395344346,1.0094318668033813,1.0371353523758209,1.0230601271967004,1.0726610439979354,1.0440430775538145,1.0720441130581515,1.0149371762811494,1.039168381959767,1.0180863019501567,1.0438771653764127,1.0728689561735778,1.0926736317850565,1.0,1.053146924298361,1.0247991963365872,1.0488751212450886,1.0,1.0723115648508923,1.1126202662677769,1.1809060694072664
Mega Gengar,Sucker Punch,Sludge Bomb,40,1.135637175343828,1.1025666172863657,1.055766367812299,1.027985015244377,1.0576397857238324,1.0659247152149345,1.212009297481354,1.213919851878565,1.127836494408782,1.1369061196891377,1.1509573485399271,1.1571405958488439,1.1966782395150828,1.1369646370939397,1.1562805914342984,1.1769386533113901,1.1248797687205943,1.154825463409104,1.1157941293881752,1.1512823568326218,1.2657665029834844,1.039364509235733,1.164823383491497,1.1869263820068374,1.1608975373191994,1.2290676731290728,1.0682933708259936,1.1255102157655994,1.2197944974020136,1.2440480099410622,1.1509087170369638,1.1753424968671584,1.0573678901732737,1.1206804029000468,1.2021284657418585,1.2549387959727407,1.0527052100193668,1.0841739604234442,1.0606690170880841,1.089050951090472,1.2182714091919467,1.2163504046302194,1.061120737784308,1.1061808149318288,1.1612635389013224,1.2169661321518577,1.1460446247464504,1.2352267427616304,1.1100918160938336,1.184399715415404
Mega Gengar,Shadow Claw,Sludge Wave,40,1.2710802187491552,1.1983362571104843,1.2772039570518214,1.1999581233406977,1.3009099958588297,1.271770388298007,1.5705385959463822,1.4965369949929552,1.2380956308554643,1.2211458055447804,1.2914725620299066,1.2591160072811376,1.214089158771471,1.0699370320221342,1.3161257512724684,1.3184547091410628,1.295419397993311,1.2780865030327082,1.6696653494704354,1.712177499368072,1.1563426312302618,0.9637202651427096,1.3380984347919715,1.2877342273040695,1.2958872531524006,1.35009106730886,1.2563021779049228,1.3036237598284144,1.1760126290552637,1.1460220221971114,1.2872172829474362,1.3158310475825359,1.253588623330129,1.3044302904308873,1.1324633672096331,1.1760513102433416,1.244827079352932,1.2561533526500348,1.2674116375963336,1.2791694435125691,1.1826031528412473,1.1486437827626892,1.2612747809134397,1.3013420253113621,1.277440816690248,1.2838055026839,1.2967052997016477,1.3430183824306694,1.7502587885931955,1.7695541434346136
Mega Gengar,Lick,Sludge Wave,40,1.3049901132143145,1.2237235664160755,1.307822048972981,1.2334188042716945,1.2612760407078527,1.240779397530947,1.4222587157078876,1.3764981703103323,1.2646855656750637,1.2237115669543572,1.3060742663644207,1.226824212980034,1.3014119243466105,1.1573299349991002,1.244824750178886,1.2352140544295955,1.2973176577291539,1.2868856867524519,1.564320027790171,1.584310276825906,1.3789847695345936,1.0577878843033088,1.2842971058456658,1.244543099646125,1.2529817276664326,1.291213844438639,1.2598318796490426,1.3246223665092354,1.2015901434899376,1.188666685311824,1.269952150282957,1.2670199875838155,1.2116728497080538,1.2945599022583807,1.1831609219481114,1.2150312850412044,1.2205870167657575,1.2444967197497918,1.2465287455508096,1.265557399150623,1.2847545104733766,1.225865697302061,1.2429307748138747,1.2933199067006063,1.238249275414349,1.2610307226880413,1.2102980506987464,1.283032115465692,1.5555597290701617,1.6252985597323844
Mega Gengar,Hex,Sludge Wave,40,1.3743085149056862,1.310604752092442,1.3839162745532885,1.3206121510787368,1.3689560962949185,1.337349496791124,1.4331751738311322,1.4121251114743727,1.3298549260325099,1.3235047664215045,1.4154398764576976,1.345941141808073,1.4140447277901018,1.267115213062815,1.3294401655187125,1.3199842441448,1.3303950569695597,1.3411997052321298,1.5460668961250459,1.558114271941002,1.6072336110589314,1.2336108504443866,1.3580633578982024,1.3659055077349314,1.315817324497658,1.3493307012734705,1.2904867999279235,1.3281610175569065,1.3184695374955402,1.3244801284599836,1.3114557590472913,1.3194938260782796,1.2390047781634617,1.3078629912534512,1.2699309335809197,1.336280391794912,1.2752386018761894,1.2790965262001088,1.2994787477459486,1.3198082645054852,1.3881503377549187,1.3790229420396736,1.296747345876308,1.3380581078099065,1.3293490364821905,1.358675699118573,1.2860986832205132,1.349387236765359,1.4794631780012573,1.5137072335968906
Mega Gengar,Sucker Punch,Sludge Wave,40,1.5462489204762646,1.472461365599134,1.3915113654526508,1.3207455748638193,1.3711758712031352,1.353018313376021,1.701487069934013,1.651757624334428,1.5214150242692066,1.493810460910876,1.6213413069300213,1.5363159970570104,1.7213459091111727,1.503291861760669,1.5221765541549956,1.5368788863199538,1.5676219715435635,1.5540647355592088,1.4991414811163304,1.491953600979514,2.0052342758546353,1.4346173147243353,1.6287364656820011,1.598366915904493,1.4961954102076336,1.53586451392134,1.342443804701488,1.3948621053944714,1.5817065047236887,1.603029971987454,1.5688668839276687,1.562365179298928,1.3503053952047885,1.4331569501205197,1.5817891067576173,1.6271204723807629,1.3254857883187128,1.3394079844814617,1.336360974071822,1.3531660272200545,1.6626809545727286,1.6129427384569361,1.3283242734642593,1.369545164637377,1.56475805153934,1.6061351777759116,1.511711011176707,1.598360648092299,1.4711789049458726,1.5040411067866135
Shadow Weezing,Acid,Sludge Bomb,40,1.5568267729608747,1.3942507772785404,1.5611900317722378,1.4011689334372737,1.4372908927864667,1.4322890718004955,1.4110861659152,1.4172956479395595,1.3997681119076983,1.401223276272023,1.4462794893575661,1.4186117629501698,1.6481124192031744,1.5588007800766845,1.5999339081111286,1.527854688535806,1.4427867807947397,1.4440937361827562,1.4165112878648223,1.4248591512367146,1.6752978915079262,1.413219524422972,1.457502748794361,1.4418114917204865,1.4499954926281473,1.5066802930343628,1.415383882937083,1.4784568869561339,1.6792207292533092,1.660399369999705,1.4390831600252687,1.4499662153847124,1.4062959051754755,1.4604781951896348,1.6406762158689019,1.6896942362637504,1.4158775454315433,1.4122727990790542,1.4572385577209372,1.4824296530361996,1.6552536381491827,1.6718246215452814,1.4276428325941979,1.474329563963232,1.4712407611723384,1.448329943065294,1.443499660482811,1.5189563763939793,1.3943656448061654,1.4244472640218124
Nihilego,Poison Jab or Acid,Sludge Bomb,45,1.0524315829711324,1.0536371315837005,1.054541940059257,1.057845232538474,1.1309512361550822,1.1401686927433514,1.10650201288693,1.1146037055511333,1.1218324056520896,1.136514040656452,1.0799939388805797,1.0973852711359477,1.1620800436722223,1.1849820307445178,1.1145781484896546,1.1377063741550404,1.0844550762428435,1.112892148971147,1.0789977157906696,1.1423361985125184,1.018756537372033,1.0308179301364067,1.0952008431706695,1.1324227697493887,1.1716883143165169,1.2177680598431804,1.125312999631783,1.1863085298011808,1.2409023967731723,1.2885601915898082,1.1144187055749688,1.1652434854536204,1.139362254876426,1.1946221273008824,1.3124566571519554,1.388009280704362,1.125780815954582,1.164601494817798,1.1231028255859588,1.1677062229930464,1.2438421881505977,1.273734451348219,1.1262793128927244,1.183502450344115,1.1046058709227833,1.1692489760279308,1.1490048291034634,1.212016607738256,1.1294941387283621,1.1663010299620298
