Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Arceus (Fire),Victini,Victini,Victini,Volcanion,Volcanion,Volcanion,Entei,Entei,Entei,Reshiram,Reshiram,Reshiram,Blacephalon,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Arcanine,Flareon,Flareon,Flareon,Lampent,Lampent,Lampent,Magmar,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Ninetales,Torracat,Torracat,Torracat,Typhlosion,Typhlosion,Typhlosion
Tyrantrum,Rock Throw or Dragon Tail,Meteor Beam,40,1.1473481251307789,1.1287242604171874,1.1471811519371347,1.1577842497795574,1.1384005446048115,1.1637308141834237,1.0792415470584893,1.05393799720728,1.0777829333016227,1.090527773025024,1.111478559085609,1.0968838894728443,1.2711164512460047,1.121663666458872,1.2739571832789665,1.1494933926048003,1.1180706373337592,1.164553356826238,1.132579381086385,1.1302414512523076,1.1384004776186336,1.134259669012248,1.1298356071636346,1.1292731453135985,1.1163806261093916,1.158953376963862,1.1155837937623208,1.1153744720693186,1.134571075245972,1.1194600848371532,1.1160975037352858,1.133166291754988,1.1107698795263306,1.111420672654994,1.1653546298495683,1.117906967250102,1.0999624400805075,1.1412068014510417,1.096645087904052,1.1300646427886072,1.167831675430472,1.131970405335207,1.138741219034509,1.2040724451408853,1.1399446888637874,1.1187615472225405,1.1343086703886593,1.1161665052376835
Shadow Mamoswine,Mud-Slap,High Horsepower,30,1.185259850444203,1.092958576924152,0.976921864847441,1.4624995094863418,1.1516086347331376,1.403077434602026,1.3108090190630264,1.11870974455605,1.1120389500724481,1.3043850717303547,1.1577469966042735,1.1323703116168233,1.297161980362166,1.11672262557234,1.080266354400427,1.301169621881709,1.1397644542386711,1.1012854692105905,1.3432272413335675,1.185250721914067,1.1186862079657143,1.2501008086458372,1.1698774534444456,1.2084505975807787,1.0962524069973367,1.0823574374085858,0.9388790356185664,1.1940439652026416,1.1505468211815837,1.0789326727184354,1.178141359456575,1.128481099230897,0.9886507399937897,1.1514704898225754,1.135530772180266,0.9858673540481573,1.1023176709519258,1.0752422912991175,0.9538295421031732,1.1437249052305218,1.098620911987155,0.965168548680543,1.1470257228640364,1.1258129778456887,0.9647195674346675,1.2271873050609328,1.173023576584681,1.026156311889146
Shadow Golem,Rock Throw or Mud-Slap,Rock Blast or Earthquake or Stone Edge,50,1.1246707764719437,1.086920433164553,0.9597354012820762,1.1008470593802369,1.0807924084643807,0.969970465307027,1.2098868656916335,1.0641887474510412,1.0615224567235617,1.0704997681650008,1.063883223253786,0.9356361410999452,1.0921276442876329,1.053322466946244,0.9367952645409239,1.1072289135425992,1.0594045922399007,0.9514029442088967,1.092328242737026,1.0667787034195628,0.9653077552354197,1.098120923453778,1.0964548811330341,0.960860752113382,1.0674303102849405,1.0997643123027872,0.9052671650604824,1.084436903428081,1.0925828409384648,0.9452167009714025,1.0927177755038266,1.1089369931541635,0.943482393147154,1.0560028958749303,1.093880773895293,0.8985815425469855,1.082852957191031,1.1274034466458418,0.90614923282908,1.1146712733627544,1.0904357962888198,0.9542793602490389,1.072149071021577,1.1285615109367755,0.9051137872556959,1.141218453199771,1.088201990903112,1.0076952504328398
Shadow Flygon,Mud Shot or Dragon Tail,Earth Power,30,1.9379772099804393,1.3764474610501776,1.64393974563485,1.5055471323994467,1.4190901567950955,1.2842942624136504,1.5569101608297726,1.3454584351653656,1.3653918766292708,1.430715497340173,1.4105832172234793,1.206313240678199,1.4182634200650852,1.292721448738323,1.3792442389497792,1.9155102567683082,1.4076252353364893,1.5733418416243714,1.4447801229622739,1.3793833795658785,1.4015632168678747,1.4825977725291124,1.4104900109028329,1.2935106503984957,1.3744661265337952,1.3632261940657764,1.1776912884420367,1.4530453298641652,1.3937180114751246,1.3180730121965094,1.3831441014037191,1.3959302270692626,1.194119813412232,1.3851752706488836,1.393283295403395,1.179257814748553,1.394427482968917,1.4007169128671755,1.170054884404228,1.3738680824149831,1.385534548446332,1.216516217475582,1.3830381658458852,1.4492890061390629,1.1794682894771367,1.5498429034932242,1.4095519412217963,1.3056415969981008
Golem (Alola),Rock Throw,Stone Edge,45,1.3814024392826676,1.3547065516011552,1.3803642574013346,1.3717617442434857,1.3555692151319811,1.3851847947690856,1.41443175727353,1.3402378665794796,1.6055263672133964,1.3482419636063772,1.3655714494693472,1.3789061023530602,1.3366071615728026,1.3136181422913147,1.3469495101885918,1.3762511844594396,1.33229763701363,1.3780381015416856,1.4025234863930762,1.3891327428498539,1.4296556390673314,1.350741842376355,1.3526790792225947,1.3570644352941463,1.3138784180524659,1.3738911591103113,1.3213999525250362,1.39020674471048,1.422830685163078,1.3965655754600859,1.3869963205185978,1.407478370388885,1.3932913104050137,1.331284658660374,1.3847910288240843,1.3315228843083007,1.3642122408880344,1.4231881642820021,1.373107896551115,1.3310168825748363,1.3812642918542335,1.3417649302021122,1.370150853012158,1.4487490804215273,1.3774716714592603,1.4042020586639166,1.3958311238499301,1.4313787045207789
Aggron,Smack Down,Meteor Beam,45,1.2586013220617251,1.254126465886555,1.2592444357093906,1.378410416432631,1.3152812124420425,1.3831260800918397,1.2624945571749902,1.2432953591941227,1.2914823867845435,1.3237624382290287,1.32619660473532,1.3431863736995526,1.2743836035387746,1.2685961646546158,1.2860216927184982,1.3139159702776249,1.2902128928763505,1.340919445948869,1.3181190597257386,1.2974832976005843,1.3314007975492266,1.3467984266652144,1.3358407110750947,1.3515460247684787,1.271476291342953,1.31637728551654,1.277277053398872,1.3529391863268596,1.353977836584983,1.4395114894373586,1.29680016212428,1.3436506647686066,1.297421664395757,1.2906165091955595,1.3450741674203066,1.313159805553834,1.2910543675896378,1.3388025418321072,1.3045085799886196,1.3083610605883174,1.3491474909802823,1.3185646631251122,1.3229339597300225,1.4135308618130638,1.334041043878292,1.3418749426627872,1.3325089947100046,1.3761014560580127
Omastar,Rock Throw,Rock Slide,45,1.3498325608740551,1.3324463817815388,1.3510466533777128,1.3733065737293966,1.3691533657316002,1.3762199844112837,1.2928348853858025,1.267380310383117,1.289512463113625,1.2922156241497338,1.3245715957547792,1.3104060877822232,1.3430366117787136,1.3412815847558353,1.341935967587205,1.3691844596910494,1.3285516720941166,1.3728339584882707,1.354766798625429,1.3544532379794718,1.3513520292342351,1.3469579080179652,1.358567608447955,1.3465549275206798,1.3620061128872287,1.3950144435518352,1.364224853897627,1.3328870049613724,1.3831264572440338,1.3368246295584794,1.4220025426542953,1.4216647837379448,1.405385967912515,1.3430394304304831,1.404198840720849,1.3411837086474625,1.3366899370134329,1.3942465190967661,1.3383260101992398,1.4145271707990719,1.4176641790616982,1.417986287463186,1.3394154440421766,1.39390501316874,1.33694198092572,1.399063854060405,1.3622967280239957,1.4035143103542682
Donphan,Mud-Slap,Earthquake,45,1.3774776797249138,1.3359126639552232,1.1429906415379494,1.4137228794036587,1.3792842039982829,1.1882161018514104,1.3501084108951826,1.3004258979170458,1.1498541277026217,1.363750123707848,1.3579330993728191,1.1669637867094924,1.3663538728870803,1.3469088942890917,1.1929713672380855,1.4324399669639665,1.3606270662446371,1.3793445104994733,1.420014644508381,1.4118050566869553,1.2406003866239392,1.3813838594199401,1.3903608894468993,1.1853579009713116,1.3003770082350967,1.3356007913228163,1.1043535893943643,1.4299501561226293,1.3720069327739857,1.2474711758946142,1.3795889032120896,1.390201344405503,1.1677581503037093,1.3285977171788403,1.3564319623430823,1.1277506618999131,1.322603462218918,1.3789445651370358,1.1093728146073656,1.3121487005246273,1.3538052740064253,1.1418408986496833,1.327849505176425,1.3867295749055804,1.1335082466945057,1.4006978527817777,1.3653520334862443,1.2128961129038165
Omastar,Rock Throw,Rock Slide,35,1.4993574369995994,1.4690057597703887,1.4991946995541452,1.4708075124378877,1.4361624365794696,1.4733096129904943,1.3959580654224182,1.381905037464242,1.3951575054279717,1.4071062404441996,1.4251224888028167,1.4145137654014466,1.5201113828019117,1.4684916557435572,1.523014439232382,1.493777715156845,1.437767410689653,1.5089214509359474,1.4690441273307835,1.4694944029663568,1.4887880172377137,1.4705144556760836,1.4816130196409372,1.476722709865137,1.4794493044920864,1.4982439632206233,1.4789722298994166,1.4473624287551603,1.4901115621943735,1.4439170431940473,1.5062760003774625,1.5069697102028499,1.5024540437717449,1.4266968313715302,1.494968990631999,1.4322067632557993,1.4459713835721824,1.5001023108352267,1.454129807666882,1.462331742718371,1.46486520718804,1.4681154993376304,1.444477364905357,1.5064926323484673,1.4457704533085562,1.4994220945795291,1.4741746334325367,1.503093018286947
Seismitoad,Mud Shot,Earth Power,35,1.6527060924460515,1.6030969249315292,1.4303564636246655,1.6812991379270548,1.6741540851516323,1.414757045699715,1.5644156783591532,1.5490797011318413,1.3294497254221203,1.6551972155563448,1.6356033927833098,1.3821618332363386,1.6943267945003084,1.635605260702021,1.4224269232433728,1.7164545187056923,1.6192970453966429,1.4673656679396003,1.6917592153626562,1.6947582660812897,1.4284490914624077,1.7002715248373785,1.7238795079843579,1.435199626527364,1.6481657629093458,1.7010184081808917,1.379798685534837,1.6784016241874353,1.680408411677544,1.3971358794069024,1.7250730794331806,1.7441603164613522,1.4341153059365086,1.6054576672199896,1.66852634240235,1.3691699503419792,1.623806715844131,1.685503497022043,1.3629132983606749,1.7680160278956794,1.74400543981036,1.4815539710369952,1.6610470773225914,1.7459538666248002,1.401712352853754,1.7802396310758206,1.7034908267020992,1.5318463256524628
Mega Aerodactyl,Rock Throw,Rock Slide or Earth Power,35,1.068221680422965,1.0647399377683877,1.068982717300236,1.0541152941773912,1.0614675168390453,1.0639965475532795,1.089081204830341,1.0075936774239942,1.0783833642191492,1.03250866243468,1.0288091702211333,1.0448234721467633,1.051070245291555,1.051809968196817,1.0511237929199764,1.0497086471729267,1.0242848906652342,1.0485457747775593,1.0594117003506813,1.0553250607892013,1.0573018942470938,1.0527151509741277,1.0665728355064608,1.0593750007940188,1.0498713344048622,1.0773985995849313,1.0575472030435127,1.0349310340313815,1.0602211738448168,1.044149828241373,1.0322521829205726,1.0840642929162578,1.0258292886685139,1.0394251255964828,1.088576760570736,1.035498092761509,1.0374289858157857,1.0915965109332786,1.028207240737817,1.05279179267793,1.0901008171999336,1.0457803389945248,1.0375683966622844,1.0895799550773804,1.030364315693379,1.0545297620844176,1.0786966889183762,1.0660855591107443
Aggron,Smack Down,Meteor Beam,35,1.3741962456022345,1.3677966654495952,1.372214466096648,1.6495190465491691,1.416794023889362,1.6588481835221267,1.4271702941172233,1.3596558041997575,1.653053069329544,1.4360278225081633,1.42359257977966,1.4606113346107579,1.3866825974362589,1.3685262166060859,1.419508180672406,1.430575876983887,1.4089349122020027,1.7124757153607124,1.4180507101933644,1.4244830827741182,1.470869754169409,1.456533624098132,1.4433939867822734,1.4618231030802598,1.4222999287355487,1.4536490371008781,1.4446245417602175,1.471783785369971,1.4427267223223785,1.6002905389844828,1.4255085319367975,1.461146149856583,1.415203306942155,1.3853248124335469,1.4303499541357967,1.457092018725788,1.4415451811062128,1.4882566740027408,1.4674892904157057,1.4143958706794824,1.4481105203060685,1.4129177206845185,1.4287681622254282,1.4845088199771896,1.4549079050105975,1.4553770495108396,1.4349825235579143,1.484140422576898
Ursaluna,Rock Smash or Tackle,High Horsepower,35,1.4356205667600508,1.4177885751705526,1.283514002112791,1.570996129366341,1.5225751697754333,1.4025470546866947,1.4784323895084135,1.4149906420762015,1.3220006075081738,1.5053467469668853,1.5017896738642753,1.3455204198016808,1.5476535844721775,1.4774333627308414,1.3716056954322005,1.9680381027985732,1.9383011480034151,1.7858142890773576,1.5590086419479807,1.5438522286932037,1.3895423304483312,1.4145174444057573,1.4468838588694204,1.3072998163889407,1.4901243035517797,1.5693227240142449,1.325705493364801,1.5097713476316643,1.5169954085979573,1.4094751267529901,1.9125181558889097,1.9973313381344386,1.7025566948925637,1.5253303716909907,1.6175177665096718,1.3796097033556902,1.9192973988349222,2.034215365067677,1.6509851939877573,1.5781329887319382,1.6435130780105602,1.4137123457325962,1.5425139895689124,1.6908052533627083,1.3681136494945194,1.5497801233461381,1.5376434235574015,1.4482202469523444
Krookodile,Snarl or Mud-Slap,Earthquake,35,1.3926212419383124,1.352818212700637,1.1507381638370457,1.4246418577041038,1.3315763647051764,1.2406396528932997,1.5754593434132393,1.36689413346578,1.4213560223758377,1.4249564678213886,1.3919656116707497,1.3385665239494065,1.617684592143774,1.367253211608883,1.4037741881103443,1.594475023821162,1.2993645427738325,1.3579578140764117,1.66498728319686,1.4337041385705551,1.4893039829527477,1.4518957064791012,1.3923762154100994,1.3318425821648692,1.3295515803214424,1.3539877111152583,1.1345475776518439,1.5504377431976577,1.4111001484916297,1.2713747465263847,1.3490022144655742,1.3541392969501813,1.2175573076868196,1.402586287026584,1.3849763703551476,1.2180063860948447,1.308716433072398,1.3618531983261644,1.1227821728334662,1.3532180676607806,1.3649328499523523,1.1883087070541467,1.3461009801329147,1.3905816974015042,1.1567122192830315,1.4595165874990619,1.3877176323754443,1.27163946670815
Tyranitar,Smack Down,Stone Edge,30,1.3250405149314362,1.3230947816429453,1.3244275174534004,1.4807198316787955,1.3298623560967577,1.4917086841307483,1.3341908754334328,1.2820269104364934,1.3449268982784663,1.3117394491992818,1.3206017495968494,1.3435019693712351,1.345862264575424,1.313357593630269,1.3505328595932162,1.3047608010949,1.2715339093816727,1.30973669336254,1.346323592994141,1.3378270390558973,1.3576408391322412,1.3304159736116377,1.3325141316316569,1.334058212641747,1.316874091632921,1.3726220091503183,1.319839525506107,1.3166784308248083,1.337934037379959,1.3356190610720196,1.3703359254911158,1.3859292868622473,1.3625410230512809,1.3085098913233046,1.3657610500538446,1.3136719906968768,1.3214169434619691,1.3891521596447358,1.325870924852818,1.3419611024078149,1.3923635195310975,1.3567721244113673,1.3283486215858573,1.4170901287140816,1.3265525120319601,1.4113595322691146,1.3750385180807418,1.44609341662027
Golem (Alola),Rock Throw,Stone Edge,50,1.2761106343541206,1.2705398630497897,1.2722160333234782,1.3450213440766725,1.3235151574491137,1.3475369577996674,1.2890079246483663,1.245431205203863,1.477217591594876,1.2767501089927453,1.2942075296891622,1.304877594871296,1.3086631892920801,1.2873107573357332,1.3204468888057586,1.3593764630957066,1.3054679888956495,1.3537934941236107,1.3042049454039797,1.305521454220703,1.341041155113467,1.3203357018953887,1.3237943213966805,1.3319184692026091,1.3030961957515217,1.3565999201225092,1.305596684565606,1.3081487712652082,1.3503299166689082,1.320573146332366,1.313397855129575,1.348431343699809,1.3372459625092346,1.3137735249062938,1.3705924507115914,1.313512959425823,1.346128723402699,1.4111207180088339,1.3579061436348483,1.3198286656277305,1.3624111233312122,1.3189219850721865,1.3131259163344422,1.3911857418277456,1.3152842382595027,1.3789687640584283,1.3739369576376863,1.4008938729797467
Mega Swampert,Mud Shot or Water Gun,Earthquake,45,1.0506444267296042,1.0323479006361247,0.9178790931093697,1.0508098091959577,1.0422684275401684,0.9385979330716235,1.002847022880114,0.9946483711148868,0.8580410320963616,1.0469072460916253,1.0675066585839397,0.8996896844533786,1.0698832031453698,1.0274146584088473,0.9201085723684059,1.0679416869517848,1.0541762541004387,0.9578196067173603,1.0815637487584575,1.0781325767534833,0.9420731343181378,1.0830289735185574,1.0768574771134094,0.8995660464115297,1.074511327018848,1.1357348800278235,0.8939993331356816,1.0420323516986059,1.0911167971608364,0.9263848034791029,1.0837645345723086,1.097468687679223,0.9794123115560667,1.0320906422560174,1.11028473500461,0.9174807278581041,1.0918730765028497,1.1626844394024485,0.9031569854980228,1.0822280784077363,1.137843287711319,0.9288674095359919,1.106108129618934,1.1581634020886842,0.9278359766765042,1.1311091644460487,1.1119413864266279,0.9615422239883507
Lycanroc (Midday),Rock Throw,Stone Edge,35,1.48130878689019,1.4312278840997639,1.4790749803673073,1.5936591107045086,1.3994066131243759,1.5979087382988448,1.5000547176749275,1.3296879930461154,1.6590799208762763,1.394883241431266,1.3780725927751152,1.4269274259794271,1.533711359982312,1.3713456603055165,1.6030222524242672,1.487342325023337,1.3923580731963567,1.6142299659345756,1.4187898629298856,1.404798831496904,1.5007528481227845,1.4421588744258396,1.4084033714510422,1.4751665174193358,1.396019925290333,1.3870234823640024,1.422619151138531,1.4292081295103631,1.3719488048387298,1.500585522792523,1.4198145459983458,1.4146018072408355,1.439661277166691,1.363717284872108,1.398707953708572,1.414879027006057,1.4130064498865944,1.4282395683737377,1.4284151030484185,1.3800741286080578,1.3932424933046492,1.3833304261685233,1.3773941480595033,1.4163206089720193,1.3953669102034745,1.450148835176256,1.4132524804570321,1.4722107034156096
