Attacker,Fast Move,Charged Move,Level,"Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Ice), Tier 5","Arceus (Ice), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Kyurem (Black), Tier 5","Kyurem (Black), Tier 5","Kyurem (White), Tier 5","Kyurem (White), Tier 5","Kyurem, Tier 5","Kyurem, Tier 5","Regice, Tier 5","Regice, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Mega Aerodactyl, Mega Tier","Mega Aerodactyl, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Diancie, Mega Tier","Mega Diancie, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Glalie, Mega Tier","Mega Glalie, Mega Tier","Wigglytuff, Tier 3","Wigglytuff, Tier 3","Aerodactyl, Tier 3","Aerodactyl, Tier 3","Boldore, Tier 3","Boldore, Tier 3","Cryogonal, Tier 3","Cryogonal, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Glaceon, Tier 3","Glaceon, Tier 3","Glalie, Tier 3","Glalie, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Shuckle, Tier 3","Shuckle, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3"
Lucario,Bullet Punch,Flash Cannon,40,1.8119403570994095,1.7620791976403396,1.8249794059750668,1.7691678451735662,1.8183636892910533,1.7695583542111686,1.7297825126328072,1.7208010470173831,1.9194416538652632,1.723962173372066,1.8401932445876592,1.7856692144950872,1.9116761121505919,1.7517796821652016,1.7862474426484996,1.7351263333374094,2.0385977172847105,1.7881359289217358,1.8936963256364192,1.8151017750064133,1.9621903898922,1.7397497091756446,1.825350567294185,1.7672545407333018,1.77021219212328,1.7108902817423006,1.7393331487318846,1.7295798865343817,1.9009756742787571,1.857119334813121,1.680615419514732,1.7007905739611793,1.802382726736577,1.7991585278767783,1.6983654095760359,1.6992858658739771,1.797694152409013,1.734277430656806,1.6930855546306907,1.6820742382891847,1.8359188942369908,1.7728239134326425,1.7937286057959474,1.7059685364676798,1.6937793700243673,1.689420139428678,1.750735387696341,1.7158194450290825,1.8357980131062464,1.7023421277443083,1.775302347122431,1.7201923396033891,1.8467954812987077,1.7386550077562992,1.6673292032593847,1.6833896634252001,1.7120874437948612,1.670469323797402,1.6806113970093495,1.666299658074558,1.656784252996371,1.6403559076193028,1.760743776939901,1.7133679330766771,1.7764024162251884,1.6732821341772621
Lucario,Counter,Flash Cannon,40,2.6485964754094926,2.607472449149434,1.657502243633499,1.616669685455082,1.6511500340099488,1.6149443053282764,1.569434789135973,1.5489996564176507,1.6956576714702092,1.5526481210077552,1.602928349642388,1.5602372861270568,1.7864233927302453,1.6035444478085008,1.676087168898904,1.599242122253335,1.7607191327043215,1.590465531612907,2.6115128316095597,2.4835783379862035,2.38134129181696,2.056251205190992,2.5717180006044553,2.527436860577733,2.1109191605168567,2.0499135230363956,2.466335215838804,2.561282772940887,2.9433225632808715,3.1161111481342876,1.576778741404927,1.5616332134708741,2.142446200998677,2.1085480250888784,1.942876727641244,1.9610393203312724,1.6039879926005287,1.565747863979162,1.5392207275164602,1.540992255610941,3.1083266543684562,2.9942133027610294,1.5895613167128715,1.507056852697144,1.5370803886454203,1.5481734058747354,2.455577680483156,2.4293029997873714,2.213303129761406,2.025479928725201,2.951790419948167,2.847096762020027,3.0075475302772676,2.778906740319517,1.5328575080187354,1.545593138092435,1.5477568748134711,1.5118654576868522,1.9546454836832898,1.9398605510093172,1.5079323532668591,1.4863021922356514,2.8610292212081574,2.8714319415334426,2.998053530486523,2.8021297410593764
Magneton,Thunder Shock,Magnet Bomb,40,1.842185188317504,1.8093036069556343,1.8451284302286646,1.8074879516000368,1.8443689344750596,1.8115891283651018,1.943820072455822,1.9199870539273869,2.1810751666331134,1.9397580225056688,1.9590482282646042,1.9592517540282528,2.1186552895836934,1.8185659094583246,1.9537051344040492,1.8127541441981225,2.0281801345116555,1.9093099360337873,1.9952119509989408,1.8925853542990088,1.9145221869019924,1.7053416635091665,1.8813941378027665,1.8618724438193333,1.8268592298805544,1.7580945844255895,1.9790150815090524,1.9271297618255316,1.9256354702426213,1.8066195731854229,1.8220555807380274,1.802863742276769,1.8400880531512567,1.8789833499583557,1.7966018551963885,1.64526120789792,2.0168932266380954,1.9085457254910503,1.8180787001433492,1.7889913097941144,1.8930429019207051,1.8277369004406832,1.864079443354584,1.7878801380531417,1.791624042187171,1.7998620278610686,1.868227407588304,1.8111105354673884,1.917793156970511,1.7847175570942733,1.8482629535794648,1.8217933676764553,1.8180127883890478,1.7764500584368912,1.7864512645022788,1.7946965426952681,2.3056399286051263,1.9754339246476629,1.7958614875146097,1.7844083838148577,1.7984205660986732,1.734915818380316,1.6349330669006625,1.6179805946980466,1.897789049084178,1.8106426146083496
Magneton,Spark,Magnet Bomb,40,1.8878841741661199,1.8654290241773357,1.8941282369931096,1.8703810651045214,1.8913763429334636,1.8735924605253933,1.9954995507419315,1.9763563699804043,2.2431865378493443,1.9841905136958846,1.9529466481525506,1.9591906200877622,2.191917196576507,1.8782595724763562,2.0160582212648506,1.8690369401205658,2.0794367713338926,1.8963471989213803,1.9934080596736938,1.8806059018131145,1.9451261183980877,1.7162919918435637,1.9382945378543832,1.916855607831885,1.8911229227164854,1.8198226967810465,2.0448781147469726,1.9803952038858719,1.9649066077514492,1.860695124389331,1.8149520659448215,1.809767973490363,1.8588956337537124,1.8938431347095255,1.8058997129720558,1.6793847919062372,2.0127855576388654,1.9178099926128118,1.8613391035482354,1.8449031204290103,1.8849811712403768,1.8244743988695356,1.8599118421253644,1.7740086283858987,1.8023808187890986,1.813124659757899,1.8971262253844074,1.8201220724469211,1.9193117551210557,1.7755955632618416,1.8799257603751978,1.8469836392784245,1.814761904062099,1.7691453932101244,1.778892735965533,1.7808000431852191,2.31126305496416,1.9588065367964347,1.7317343209120597,1.717387365118593,1.85854752479162,1.7918061640093992,1.6474409353705928,1.6345766440834535,1.8892550450904275,1.799501502900122
Magneton,Charge Beam,Magnet Bomb,40,1.9410750084430184,1.937012971766411,1.9413395022430122,1.9392284850966988,1.9405672655040602,1.946991543533286,2.00885732827713,2.0104009810335275,2.247190468020624,2.026779754402086,1.9619544292894888,1.9990949806734493,2.289524166239229,1.9448384198001103,2.0852040298425014,1.9091868526919455,2.049842589756524,1.9875642326983447,2.012265412795056,1.9483613149395869,2.016875936019257,1.7996245754975781,1.9552071287494488,1.9400051464400179,1.9227085344158557,1.859941849512429,2.044156478705901,1.9939996666705024,1.9791271724353339,1.898838076002317,1.890375295411651,1.88034302056825,1.9119061289713448,1.904244977730624,1.8702053538517822,1.729355360902012,2.060864959654468,1.974674756831279,1.8556445181033983,1.8359274975968543,1.9523065448571992,1.8870148202036208,1.9184695582624824,1.828489975679614,1.8662771685726276,1.8679343023212875,1.9364020281364238,1.8759577722156202,1.9440690726542538,1.8113870407592798,1.889352340457271,1.810870910418741,1.869396776597042,1.8215031253061342,1.8182358914776877,1.8193137841029723,2.2720586585220985,1.985808620233851,1.7373895865006006,1.7276973882517122,1.867531342577639,1.8080157839001274,1.6750555903388198,1.6619322798489296,1.9422786661448201,1.8555420493106385
Magneton,Thunder Shock,Flash Cannon,40,2.1869527931048007,2.1409973248764578,2.2068212978908757,2.147357339092637,2.2012715703984256,2.1546303926976256,2.6214083397385184,2.519927086836584,2.8056655258624708,2.5156746135396184,2.5909400954098603,2.5480002509489004,2.595620834094027,2.231726152009034,2.420449306471559,2.196948761529777,2.796557214627736,2.423184246891718,2.5325482446494134,2.299967816947225,2.1804081675724745,1.9494043569648458,2.3789178444657963,2.361545288448689,2.1583929129940835,2.087008682174987,2.59035503044314,2.5064307565106887,2.2412376200537003,2.186831955216765,2.1652005583770326,2.190471623460264,2.2374639994384893,2.286768223313702,1.9668544157683379,1.8384509062819996,2.474619772658787,2.374653352114421,2.147380966188454,2.129527581491718,2.3194542755019687,2.2595111732375535,2.2507407242997095,2.1597863113510467,2.141747094485005,2.1587621490593523,2.27607209068441,2.201320238877754,2.355817437017722,2.2107958133766106,2.2329305456398196,2.199771970763186,2.21229313656477,2.1545458231707206,2.1104716763391598,2.123202079466594,3.0802711843252837,2.722615375130042,2.153334503940293,2.1583772129852843,2.1760923281367126,2.0651010531609164,1.8047340566975842,1.8024965150780368,2.3424221115690798,2.1816290288881963
Magneton,Spark,Flash Cannon,40,2.3503800562363804,2.283380162344049,2.358225391731526,2.2901063125181236,2.359029303286031,2.304156518363551,2.747260300149853,2.6439012754162876,3.2084287446955577,2.6541025462919112,2.5857516907571383,2.512163911456863,2.7783836228478,2.3895517020759365,2.569055035206796,2.3553592317694005,2.7766203247405503,2.42412793098448,2.548434798465334,2.334911153582021,2.2193490124050927,,2.5465491202871906,2.515231272477965,2.307928669515561,2.236147640800012,2.7625110680374396,2.6424757867344675,2.37920318449684,2.34628933783763,2.1780386443686695,2.192050015503534,2.317244612556802,2.3684804580303744,,,2.4999880721197307,2.3885257710596033,2.304895686787215,2.285082872283734,2.2787600470976805,2.2306183654736103,2.240305888814084,2.140817204721728,2.1593949728039066,2.1740668249525843,2.312187019000831,2.2208110316362997,2.3535224507280454,2.2118207180466904,2.2831836943481205,2.244783536949212,2.19365885774497,2.1373412273074854,2.093289483846093,2.1014500112376764,3.140561671283678,2.697231887333318,1.980740097073666,1.9771141435579327,2.3186905955000587,2.220946100339806,,,2.3204405672149178,2.160739633822351
Magneton,Charge Beam,Flash Cannon,40,2.5168246399721417,2.460469792809673,2.5410268477360747,2.4589740930717534,2.5368830075307227,2.4706708943361444,2.8082369974323473,2.739723898176782,3.366485000788414,2.8457910927079473,2.7279278946297025,2.674235773462851,2.8869405599415527,2.528301278265297,2.655281457721709,2.475797312334161,2.910486142630787,2.547619344857687,2.610950565656678,2.4364722002891956,,,2.588637939467104,2.6168189369327575,2.420215391299851,2.4046896020148814,2.7597154830172035,2.699708026859179,2.4248451369965465,2.375907480789243,2.3872069846785497,2.4059471596518462,2.3776746082367985,2.421218593389759,,,2.6341430341179226,2.52205039465404,2.315134637766001,2.3052452175095426,2.4594626792009553,2.3777175134356896,2.3848292532080593,2.3230609926107,2.3424136820695023,2.3796199588618894,2.4495692887671194,2.357395097026548,2.4315500112440516,2.2947126879414186,2.3654675888730954,2.3011542766675865,2.3578989831893375,2.310794838606887,2.2506709659680157,2.2678581564987645,3.1418996865586273,2.7811900347492617,2.083444015722152,2.068702216222779,2.3681873764522217,2.260981284874336,,,2.513713457465436,2.3288491522806978
Perrserker,Metal Claw,Iron Head,40,1.8413869534352973,1.8263119558247203,1.8484782777671571,1.8287565951334357,1.8453480823025277,1.8292693362292771,1.9178559036906608,1.9067585067342017,2.0028055651145977,1.907525632363187,1.939243276102538,1.9019488970447282,1.9127622140072646,1.8613222246903915,1.8934786973589026,1.865219712810229,2.060782065352236,1.9163233160253559,1.948760231377201,1.9034507780350058,1.925810374335501,1.9015290720145306,1.889322142642477,1.8774312627348133,1.9481031124225865,1.9289121349601432,1.904375698292544,1.874329548597662,1.8517367332211598,1.8521239228391422,1.8924408535641444,1.8785532073530966,1.9055964820162439,1.9614782841942895,1.806026681496906,1.824156575126597,1.8977364231425988,1.8432639811293803,1.8572088401320979,1.8680047575230707,1.898575597196772,1.8569481273829065,1.9447971345704345,1.8882904797662312,1.8997692774017692,1.920158976205774,1.9151542560232073,1.888755303567516,1.9426183571592246,1.8508983517612398,1.9403597853851238,1.8849958837155247,1.8846827371443768,1.8834628083366851,1.8950785689150533,1.9130987014590535,1.872224101218639,1.8276897029319235,1.7954177574405665,1.7792589233722063,1.8127166837469473,1.7930374589165687,1.8885822968464965,1.8897905649243605,1.838611413336929,1.8379069303399467
Perrserker,Shadow Claw,Iron Head,40,2.30409522512808,2.3328546077920342,2.3106185473219587,2.3333772666344306,2.3062767588905784,2.3324510449397127,2.3478879874862204,2.3384826395648175,2.5203636524114073,2.348424986536643,2.481734110747008,2.4515221096437574,2.3213269270831822,2.304565947354353,2.322044113220065,2.3158710458419436,2.626313731661165,2.358705769347114,2.381557114287761,2.351464710744869,2.419043710103329,2.3964223030584515,2.3907206021806395,2.391136257083338,3.0694026003355424,3.122593895580027,2.7318411740652135,2.718709176290664,2.008119625717575,2.031693776176098,2.404562313186346,2.4130787851673654,3.1617678926961776,3.3037917250733337,2.4098450492529606,2.454608909822457,2.4611151103224294,2.4282047750972335,2.356879487663163,2.383394943623696,2.0468789126491154,2.0184174262132113,2.4413472143522874,2.398551661234818,2.424166347650372,2.483504640402506,2.3473130689263177,2.341993677273262,2.086719145221602,2.0057943432373793,2.0536150539472997,2.0249820153345777,1.9342918991683578,1.9365597482674366,2.4255372120863807,2.4583553095242237,2.4188637184998263,2.4006088327528796,2.355277878246538,2.357778896990093,2.350843126456486,2.321219566728993,2.3291709986190687,2.3433224279609175,2.4475494115803778,2.4789194754917205
Cobalion,Metal Claw,Iron Head,40,1.9178777734752035,1.9311042202460986,1.9157057242954014,1.9267999051123952,1.9150859294639748,1.9297570949983192,1.8027777687573674,1.8116936203112948,1.7949653419982883,1.859337880290009,1.8326261036157692,1.8620190930288485,1.8222760637881688,1.82153389416768,1.8137968461519822,1.8382185756267757,1.6647146650816131,1.8131149581641188,1.8636056056835326,1.8625758826681118,1.8094051659237755,1.8494003953054392,1.8651693166734937,1.878272279973488,1.9124039306486824,1.9436380392296149,1.805097092849162,1.8227969048802994,1.8055558839841006,1.8331631748114805,1.759980840216605,1.8293938087462418,1.8964553086756897,1.9724813768803318,1.8455035090944532,1.9081769049067328,1.8854498694211,1.914110586051067,1.843890013616888,1.8764260432673985,1.840063060485671,1.852954480531105,1.8797499301197824,1.8907640626283246,1.8578699018784663,1.9235951878013602,1.8332070108183123,1.8799483431714443,1.8450300542563964,1.84817187715968,1.9475924796621191,1.9049168925531745,1.8494348684200859,1.8896784697105997,1.8888636704950554,1.8976499859756792,1.8158223662912025,1.82919516573581,1.796007730008009,1.7809774720324463,1.7691978459323847,1.7862033381081435,1.8866286524820777,1.8889454973910764,1.8307468837449121,1.841043937954368
Cobalion,Zen Headbutt,Iron Head,40,2.4668086188237077,2.5219480659749016,2.463384656848534,2.520305328290769,2.4629915268913005,2.525824138159159,2.381718668777276,2.4382678034508403,2.3750655772333693,2.5162175489718255,2.4385056655379556,2.495044456294809,2.4184353001255428,2.4352166987640653,2.39994442794573,2.4578320962896845,1.8922116945101235,2.0718976482981875,2.505162754485744,2.5115628929210585,2.319299609749568,2.406821519309234,2.513578224512854,2.571286741849831,2.4828127373867726,2.5466603815870013,2.732179574279008,2.8218442359789355,2.6819571928526322,2.8132255617127946,2.3361637044889005,2.453982612048251,2.559562543076981,2.6702717583546924,2.4587246056021725,2.537395394348155,2.5019021830113504,2.5472007337273546,2.5337267671607067,2.5881629257800407,2.664200863522759,2.7725175301945937,2.4280050676926423,2.4429275857720847,2.4774608453059246,2.5786264316126264,2.4163959551666876,2.474178385513638,2.7393796993445614,2.7691024594156293,2.931998520537019,2.8620286302161673,2.7662894714024757,2.8673794400464767,2.603672234582845,2.6093977877998733,2.4904732911314564,2.5316580618482076,2.4613478755401346,2.443174373728148,2.3839489911033516,2.4134546446288305,2.542291061924985,2.5574745285779628,2.094913367827651,2.107521409451991
Magnezone,Charge Beam,Mirror Shot,40,2.07785330387051,2.092756921693024,2.0808331650586642,2.091957099521727,2.074865775065931,2.0951029402678856,2.124451167009345,2.1537054059003657,2.420374982768931,2.2093404540029655,2.1604301227918237,2.1891121637023327,2.228104250966846,2.0693700107761788,2.0245840182938073,2.044559779573903,2.06506739341913,2.0973398467922304,2.0998207741322634,2.072045744356081,2.1038246652824295,1.893640229137016,2.1639864578087895,2.2160761221719723,2.075610283621011,2.077948384665984,2.145101568361029,2.1996092431899426,2.0584944711388373,2.0965505221122345,1.9548007115250532,2.031866600095962,2.0770556165606355,2.159562512926647,1.8394570026226982,1.8778234744019429,2.13019092978873,2.0918574522273627,2.0680638436740546,2.1017078303612977,2.024124173266757,2.0688909795198573,2.0808728938801853,2.079421613257578,2.0239553440512497,2.077298526972347,1.9937696048655456,2.027605426449462,2.0780566079779015,2.0726614817645785,2.113669416309009,2.076581942212814,2.045100160038562,2.0746416187646832,2.0886925824795304,2.0955624659375807,2.310123905323323,2.296487639868266,2.0619973122730806,2.0294433198131747,2.121375369106211,2.0558834586004324,1.8675241933276727,1.8584185746260498,2.0202253054457455,2.045269421304289
Magnezone,Spark,Mirror Shot,40,2.0772015820929397,2.0940493502116047,2.081594049462713,2.091588652970126,2.076193283492003,2.094705327526664,2.0864629438905777,2.107592543172482,2.3306376834303064,2.139397141386268,2.1288078611631693,2.1496192896054875,2.1087634514026874,1.9710544892482114,1.9512483885342171,1.9653401971933173,2.050195778604225,2.0435849648190634,1.9990054725216722,1.9730804705509792,1.9798266658261643,1.7671973595344486,2.144874111510608,2.2019041381131985,2.0891045651529248,2.090839963718516,2.0922663798904626,2.1393532973184035,1.973451826551021,1.9902642600462388,1.9085766826168722,1.9690738950587294,2.033566196733648,2.1266846567661326,1.7629902270079716,1.7820286316166523,2.076680031472863,2.0228231756584227,1.9960835148299263,2.0181349878573513,2.00483134658673,2.053238924840124,2.0113851103948353,2.004927892169971,1.989494036843602,2.0466750901312576,1.9819072815144365,2.014053549976848,2.0396202249583846,2.036957910283648,2.0832736756366894,2.0505379260903513,1.9767140218175618,2.0037286217326384,2.0121744790609153,2.0269439269959637,2.309229854409878,2.302344941691143,2.0181868465466013,2.0029844428166435,2.0271138243408644,1.9601682567684775,1.7694020503467194,1.761363377757207,2.0082946161773734,2.032627151834956
Magnezone,Spark,Flash Cannon,40,2.1151173505748897,2.1177842233976,2.139177934341932,2.1210340417868654,2.1385215363471715,2.122317734064377,2.1979017387548723,2.2109089840203495,2.6971156182408342,2.2783153871868898,2.273368051501276,2.2653483484425485,2.1572435608266947,1.9777935319542133,1.9395673797561301,1.9530753679542519,2.248035502864205,2.116743139309211,2.0463005591149113,1.960304301360146,1.919443513381344,1.6742770572257513,2.268919221927104,2.339996498275507,2.092941602567068,2.0972794183165004,2.2213658199685105,2.2418373907333917,1.9832104308995369,1.9991244816043223,1.9630537861872912,2.0044279161776752,2.0315827858537596,2.1148131834100234,1.6798132239787968,1.690437890388529,2.119031246861084,2.037185187870899,1.9915047244576412,2.0168574574946208,2.0145406453736037,2.0737577652763126,2.0098099729312264,2.0148966505129713,1.9936672044106936,2.055079714456938,2.0152372936924454,2.0569870016049667,2.0944737519477785,2.102042779520929,2.0298477672302866,2.0023183336440744,1.9755921353317825,2.0062696307226258,1.976860441884343,1.9935193076387965,2.557782974977953,2.4771201968683707,1.9175424957840643,1.9176896793266391,2.048598314658163,1.955760689472732,1.6458992558784187,1.6561060736845041,2.0114974815902342,2.044700351002441
