Attacker,Fast Move,Charged Move,Level,"Arceus (Psychic), Tier 5","Arceus (Psychic), Tier 5","Azelf, Tier 5","Azelf, Tier 5","Cresselia, Tier 5","Cresselia, Tier 5","Deoxys, Tier 5","Deoxys, Tier 5","Deoxys (Attack), Tier 5","Deoxys (Attack), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Defense), Tier 5","Deoxys (Speed), Tier 5","Deoxys (Speed), Tier 5","Latias, Tier 5","Latias, Tier 5","Latios, Tier 5","Latios, Tier 5","Mesprit, Tier 5","Mesprit, Tier 5","Mewtwo, Tier 5","Mewtwo, Tier 5","Mewtwo (Armored), Tier 5","Mewtwo (Armored), Tier 5","Uxie, Tier 5","Uxie, Tier 5","Mega Alakazam, Mega Tier","Mega Alakazam, Mega Tier","Mega Latias, Mega Tier","Mega Latias, Mega Tier","Mega Latios, Mega Tier","Mega Latios, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Mewtwo Y, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Raichu (Alola), Tier 3","Raichu (Alola), Tier 3","Alakazam, Tier 3","Alakazam, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Espeon, Tier 3","Espeon, Tier 3","Gothorita, Tier 3","Gothorita, Tier 3","Grumpig, Tier 3","Grumpig, Tier 3","Hypno, Tier 3","Hypno, Tier 3","Jynx, Tier 3","Jynx, Tier 3","Kadabra, Tier 3","Kadabra, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Wobbuffet, Tier 3","Wobbuffet, Tier 3"
Shadow Pinsir,Rock Smash,X-Scissor,40,1.8295256074608393,2.075797334619911,2.0929836718501873,2.0684437459047054,2.1323096607427217,2.190837553363982,2.1127361029901706,2.12848987576954,1.946675137772916,2.066826833193206,2.137846531135933,2.248173001501816,2.0742730363467063,2.205141844588273,2.008860691721554,2.07793460315444,2.015366492965202,2.1279556616522926,1.889714723149211,2.1315130886969493,1.9567462844994603,2.1288977615481754,1.9851116339549213,2.0740749676236234,2.097417685628759,2.147628593871598,1.806732817127687,2.021981741250907,1.9194361260986883,2.0927216147905714,1.7255755121926886,2.03877983789711,2.3610227700558704,2.1135114433918067,2.0829717184007985,2.140178011516288,2.108284951730695,2.089425842086918,2.0302430849472017,2.1024242797287993,1.997676896761996,2.1005301811619055,2.061464808667913,2.0427226383414974,2.03445316860142,2.109262330119355,1.9869757402284975,2.1307815726710624,2.0674826940562268,2.112558435006552,1.8853196069427063,1.8767019286075153,2.1041663730367905,2.0732675883967717,2.1238852420711707,2.1606490882694067,2.1783714382632295,2.1602411400269808,2.1504075636491233,2.19729609057324,2.2033021338843297,2.211165111883567
Hoopa (Unbound),Astonish,Shadow Ball,40,1.18733439088417,1.366513140751479,1.212683862403954,1.3113669589507984,1.37872819532334,1.3750429612812534,1.3381640733495221,1.4227062926547311,1.3686899225281743,1.3337210267609403,1.4005572270200697,1.4465849521547236,1.3489338353887175,1.4170211187353565,1.395976374333622,1.4173295628792504,1.3106598012521695,1.3794151471902782,1.2278363714228988,1.3353397704037158,1.2772314199326493,1.3727013440362914,1.3422386373858974,1.3841776690068126,1.3416255610380219,1.3552425880829493,1.1520453943020061,1.319258744486668,1.335539169934876,1.4260482384257072,1.2769874141097235,1.355766689542853,1.375225104230713,1.3430463058180067,1.3399091532875862,1.3732358316059672,1.3858155760095023,1.3840296940920265,1.282763114018212,1.3436541132737116,1.3256473441262726,1.3931817921500511,1.276055703396996,1.2876628172001392,1.3051021881324831,1.3768294655069637,1.2650009345033946,1.3562885769841042,1.3617492675256386,1.4020350960489905,1.3847241113517939,1.3996400167216492,1.3799800850430421,1.377092025002775,1.3346976760127771,1.4030867439337475,1.3213884667571234,1.4034505355373448,1.3952434148288624,1.4304641001560443,1.4115340525025566,1.397408964814883
Hoopa (Unbound),Astonish,Dark Pulse,40,1.190638650372637,1.4037762947697572,1.2186897956746443,1.3441003775948044,1.3933682468614401,1.4198562648825013,1.3064623419932833,1.4446854971541447,1.2758128805137976,1.3519965550972801,1.4289857526259588,1.4943510020470796,1.3634553064683645,1.4538956687870028,1.3845592605866859,1.441261695110945,1.311593455929489,1.407406303907448,1.2416392649670605,1.36656110117546,1.2746611567903967,1.4044299307471426,1.3480241823554873,1.4104856503997716,1.3665796520044098,1.3896473752704768,1.1417362824734363,1.3463866043979686,1.3057461068816332,1.4393446236876313,1.2661354311020734,1.3906024913557993,1.3431835108313313,1.37683090293147,1.3493926718502751,1.4014903618440602,1.3943511880803652,1.436230188522726,1.2925564533367535,1.3776382725730518,1.3314433885267272,1.4207494461725843,1.2741087338473462,1.316842500307295,1.357229843499145,1.4287135741393162,1.2896009777464597,1.4053204858902635,1.3823855547581245,1.4550311697137222,1.3873137660466173,1.4304072513259465,1.3621629422653192,1.4053676445317391,1.3628824768295393,1.441510691876448,1.3477895183175035,1.4347765535781627,1.3968015557169549,1.4744309336888177,1.4621285929853511,1.4620780726354474
Hoopa (Unbound),Confusion,Dark Pulse,40,1.3922873028756344,1.6680115183745423,1.3944595972602987,1.5628411893421916,1.6248800796352945,1.6876135986391767,1.513113264982962,1.6946189781299037,1.6267676788610697,1.5907149906841123,1.6645258657441808,1.775209424993361,1.5722157398243932,1.7062938862669674,1.5698595659927792,1.6628177078846218,1.5360092516690753,1.6710869877089944,1.4556186612321445,1.6280861742303976,1.471345937939668,1.636193457575587,1.5217265550888899,1.6191722465776501,1.5936595440503765,1.6424637881566417,1.311695222117785,1.5790806341977768,1.5327951138808953,1.702949676166333,1.4901707607065215,1.607058446337972,1.5495846311338908,1.6024911817052558,1.570646714974723,1.6576992653813487,1.6190744973248514,1.6770328913824555,1.5073617374203754,1.6272614324018149,1.562539956901729,1.6928132914715752,1.5030295445203847,1.5533449037448122,1.559196575943081,1.646625945933885,1.5004763630062787,1.665905736655444,1.615135162386348,1.7021477573111115,1.5987254311868562,1.6644746325345636,1.585920310417675,1.655146027947392,1.5663967368568152,1.6728710889300717,1.552777815468114,1.6674325520954225,1.6036668676652683,1.715546452119161,1.7225117529747598,1.7287700019817813
Hoopa (Unbound),Confusion,Shadow Ball,40,1.3844639062359698,1.6287204836997329,1.3880635401363104,1.5345165409949197,1.5972714865500826,1.6337329301969359,1.5388670209534958,1.6711593194326975,1.7621425775385593,1.5733624021730255,1.6259819887856237,1.7212621332028468,1.561450797194317,1.6662443383310204,1.5698148087593378,1.6382304919241202,1.5349729619859596,1.63742104098994,1.4447340826931934,1.5920736980288157,1.4765708261585961,1.6023433043506237,1.5250023729947308,1.5960604181591604,1.5700503421291947,1.6067092192532288,1.336038820835696,1.5488995311534848,1.5453331780124953,1.689127275885319,1.5460365668560498,1.5737687462445797,1.5914242352194659,1.5654426165594457,1.563647705572814,1.622734207891252,1.5896483564243067,1.6368107545954247,1.4778619811038434,1.5719497347193205,1.5508999299751276,1.6600269016673266,1.456114593986186,1.4931398073588604,1.5498696913926704,1.638698358389553,1.4736380276567052,1.619088502141962,1.5915831076212323,1.6665985121679923,1.5949851036682554,1.6512286633536586,1.574816060458,1.5754568916239597,1.5575506878607477,1.6393073095646116,1.5461104138398916,1.6370979253632914,1.5948680582577732,1.6842219765902842,1.6244799512031014,1.633406120375732
Shadow Banette,Shadow Claw,Shadow Ball,40,1.3184233043827325,1.3513763696224335,1.3562551106189782,1.29215925423189,1.3678692356251534,1.3362429604201502,1.4229308370965297,1.3374654228466745,1.6484691078462792,1.3364782882569521,1.383487419353529,1.3715654165553293,1.3375132846970696,1.3284734273978984,1.4504814057264548,1.3360376429526253,1.5542214928200169,1.3766503439886844,1.4330168355958697,1.349991283053679,1.4844563739273346,1.3639661859451284,1.4189443688093129,1.3010645650421497,1.3528291411801474,1.3249968517059445,1.3206910225276884,1.3603718674777052,1.7627394666039145,1.3961543807872727,1.4101862737960371,1.3503448766321813,1.6463158103497517,1.4081339301596758,1.3515812344967133,1.3421484783119138,1.3890314281925997,1.3264085825871226,1.3654723611645505,1.3290412074540456,1.3529637610790899,1.2957007564179188,1.3720886663040024,1.323241914224218,1.3272509333608624,1.30886625226304,1.3259519634356036,1.3130973062030675,1.3556268466122903,1.31418134830651,1.3664263130838736,1.3468273949553962,1.5835353996263462,1.3589487226233399,1.3644874821109676,1.3066436453202395,1.3257655189959294,1.3191364602670637,1.3882801067263872,1.336311625385066,1.2910549253185337,1.2840625872120746
Shadow Banette,Hex,Shadow Ball,40,1.4017921877393353,1.4723217332718594,1.467272402843025,1.4364184851373136,1.4389413740157957,1.4191434518045891,1.517810308939908,1.4666123457110842,1.9070076132188385,1.5419116164412574,1.439416422037346,1.4562102341815861,1.4187102531284954,1.4313552995076506,1.5415389551428813,1.4966352126193414,1.7173191825830965,1.5129195319473667,1.4331659000048746,1.4442684634736858,1.6518758310600972,1.5581960475198469,1.4886820221166208,1.414167669684418,1.4123213225044704,1.4158653055697592,1.4451277929692368,1.4884746730929423,1.8951489216507735,1.566431751270897,1.6111715573541354,1.527070812408937,1.7858795381855324,1.5723139676497744,1.48538965026529,1.471544560666278,1.449755338722442,1.438757925185956,1.5238264289684067,1.4441752460677546,1.4107862678666003,1.3854026093816907,1.4775202062433799,1.4008896510961926,1.3702103330038535,1.3685238712590175,1.3763888903194084,1.3891167498487762,1.4204170126389368,1.3960294477673412,1.428394774947456,1.4350661618717213,1.560699804168448,1.4448903304062297,1.4249485414277672,1.4152921978222175,1.4113806648575307,1.4206533654709639,1.4942832012131344,1.4429411044383649,1.3396725838709278,1.327684530742682
Chandelure,Hex,Shadow Ball,40,1.1578107641303639,1.3292229359110679,1.1924079924078104,1.2719478068992855,1.2810762425424131,1.2863418395794093,1.2731492099026587,1.334508311256078,1.6177353894556281,1.3612343485040148,1.3687954086832244,1.3854669679772242,1.291728263507644,1.3302971600940876,1.3545682919215625,1.3253168892832017,1.318913431448974,1.324019653347033,1.1559664572651691,1.2765061555495774,1.228559290659752,1.3031526217153153,1.3369377015689048,1.3085918717110157,1.2912292849541334,1.3050483224247516,1.363348154226046,1.3318507364769825,1.2867793428899315,1.3744300237979068,1.1391391620865936,1.3255727683130796,1.2718316156312581,1.3266962099273498,1.3273355756541434,1.314183268709738,1.3242823338146374,1.2952398490681947,1.2519775982215382,1.284779129640277,1.3182662675795134,1.3052376003447785,1.3033550782412802,1.2793298162246418,1.241720113170128,1.2884325827908554,1.267033929009592,1.2866765838939487,1.3035879017482297,1.3046630546794111,1.273119935490627,1.291195603909635,1.314305089662819,1.3196415796166467,1.3042274965176097,1.296875760959868,1.2551709633649932,1.2869054629625283,1.429429189546072,1.3845543820084913,1.3216033779334548,1.3051959891891085
Chandelure,Fire Spin,Shadow Ball,40,1.262861126907861,1.4674786533842128,1.341771526306899,1.4481017188476712,1.4557930132148102,1.4675676307566177,1.4015639193131146,1.5008881026616103,2.035753395972433,1.5216844490350103,1.5267812059717976,1.5479879585300687,1.4225122849172742,1.4727121176815645,1.660584810317902,1.6439452288414513,1.6037585184821188,1.6307541917673838,1.301941467166184,1.4345001148789613,1.35152489627495,1.4383057582021606,1.4794154057165454,1.4470209954085316,1.440317870230079,1.4477361887056104,1.6065854547352458,1.473490197075135,1.5568156920206102,1.6664246111392298,1.3789225783974055,1.6264607568262692,1.439592232124531,1.493443783580421,1.6392846829066587,1.6281199081635345,1.4611638023851645,1.4589622012229233,1.413520157325467,1.4428536459015273,1.48269223763931,1.4839276544696527,1.5138290334660167,1.4313277880790547,1.4021428636409121,1.4627583795422492,1.447241677948184,1.4687484653941953,1.4535295867257982,1.4656567306324504,1.2203766875239819,1.2297639356572376,1.4389677089352746,1.475985067940692,1.619281515792728,1.6264917182156189,1.5415945725915876,1.61924836125729,1.7450612701721988,1.690977047008353,1.5089019196725286,1.4966189629932174
Chandelure,Incinerate,Shadow Ball,40,1.3191214816040733,1.5670522124313992,1.414818910219502,1.5330811186006483,1.4792824053080096,1.519943621782322,1.45174566094463,1.5737541858526052,2.0329892333278567,1.703193266758329,1.5754561880052458,1.657774166417432,1.4776621632984916,1.5841885974827237,1.741656782777615,1.7400632423727238,1.7001299410546724,1.7696684308569282,1.341030130258234,1.5117095721307103,1.418125445230971,1.541080408921634,1.5850411550148233,1.5638580826784767,1.4725942903890914,1.5156636663699539,1.7316665563370544,1.6170215918450992,1.675838159429355,1.8412833973117826,1.4824157694409266,1.7463060966963275,1.5188136339653597,1.6135975346931941,1.7227694827503632,1.7789927353501744,1.545281614124138,1.5640807182289334,1.4729673806164765,1.5362031275795132,1.5059649788970682,1.535312681857769,1.5520364971401532,1.5210914391595556,1.4325040571878576,1.499086240907763,1.4626737794034819,1.5192026563660461,1.5029311118636854,1.5437385423574719,1.242770167276476,1.2761731094530298,1.505712716052863,1.5615194404359014,1.6822023997517337,1.7338639900116415,1.6253773744911804,1.7063130171139316,1.8400468586335712,1.8370546018634084,1.5225240516785967,1.5374422828997827
Shadow Scyther,Fury Cutter,Bug Buzz,40,1.3391467818352438,1.4576518603672766,1.4882366072819246,1.4376667048748981,1.4695939461070453,1.4335122575262782,1.687537378867893,1.5254644216891486,1.3764650086885764,1.4334493478566117,1.5530728690857565,1.5330765441461012,1.50702975969006,1.5128651899666008,1.4925732516383157,1.4509028825456751,1.4425794555765765,1.4587190902884113,1.4267553458681335,1.4768645894549197,1.6314282602221715,1.469082339314871,1.4527965837025776,1.4011340592238168,1.4453805078534225,1.4263848437318936,1.346860942019439,1.4485879527416563,1.5651342457029072,1.528109710908222,1.2718519466475342,1.4213123512403003,1.797516624096926,1.4994560219977653,1.4809094344865654,1.4284798714951004,1.4821505920355698,1.461502033906863,1.4769316916762858,1.4450110972430164,1.3982908026914143,1.425298469265597,1.485073998006509,1.3940499066346907,1.3968181877511887,1.4189192907946975,1.37202920024019,1.3983550563447542,1.4528549284908223,1.4274730626480232,1.4857328055317822,1.463662700906196,1.4459565893676232,1.4330115975395423,1.4714486322267208,1.445882278458661,1.5236533242876527,1.4396969979899201,1.519334295618948,1.4698074963143395,1.4073995385528688,1.4010384197323063
Shadow Scyther,Fury Cutter,X-Scissor,40,1.3990526938495964,1.542221471442659,1.5529942268249946,1.5215644051004884,1.567443233043066,1.5519822616780965,1.8671532894099276,1.6221914259150925,1.4500146978777857,1.5146466936446576,1.6378704053335282,1.6445656123015013,1.606108865473512,1.6154392133540612,1.6034959170437082,1.5685877070453813,1.5552044547389676,1.5937909297623105,1.5256648638764738,1.6040005588082145,1.627686042052433,1.5621252342612626,1.5143696291754465,1.477723138312523,1.5439204143038128,1.5349365868242062,1.4092030395699253,1.5654574651100932,1.6442158660236135,1.6215444104795862,1.3297209180584908,1.5125779516010949,1.9377278845350898,1.5723214690701686,1.549331927180371,1.534245361591181,1.5811509649822206,1.550468402794212,1.5558371339404045,1.5639886458730639,1.5248325584916227,1.5583379367743198,1.5884017850004846,1.4996314097115615,1.5192057365056724,1.5540903873226946,1.4819208255765062,1.5302975393928095,1.5644491772451745,1.5499332887890538,1.6048502845633548,1.5705505049182322,1.5843108271905961,1.5429338677940536,1.5773282173669083,1.5619197873468444,1.591230156037992,1.5550570780245128,1.6205439265231856,1.6022312222200819,1.569819999261604,1.57434799603419
Shadow Scyther,Air Slash,Bug Buzz,40,1.5144804209310554,1.751493148487083,1.854574945956331,1.7427179416586824,1.742038613310966,1.7303583024675457,2.3951438190920755,1.9154997069965622,1.7082574882495731,1.7330879032778277,1.777645346358576,1.8752380599558287,1.6945560513675892,1.8195169481995688,1.79831636387472,1.8179451207582071,1.6558273565287704,1.723788404405843,1.733294796260858,1.7710992242495056,1.9256178772473511,1.86917622077264,1.8192777706933667,1.7968857028700738,1.6968333046029875,1.7081881540189008,1.6415997787556706,1.7912895224204992,1.8602126491980626,1.8777319970990471,1.466244419079135,1.71609478812818,2.577111675891959,1.964854845264951,1.7490651437979503,1.7598330074750301,1.9170145433432766,2.0067048632987725,1.7001597195502542,1.7503054499240023,1.6363719830634873,1.6818459009457258,1.771295358609815,1.678809768835863,1.6310889954984298,1.6694938338473093,1.629921285420313,1.6827655028761517,1.7014974229072912,1.6922839228224438,1.7591681541802626,1.7511600094284192,1.7154272353846707,1.6686522699503317,1.6885191529634556,1.7074460044196507,1.7646804613297151,1.6984694288268147,1.809942050344616,1.8225367422263263,1.6820301281531453,1.6994784024454421
Shadow Scyther,Steel Wing,Bug Buzz,40,1.5602304398578115,1.7680009256243074,1.885591857366855,1.7099419459636618,1.7549466589832585,1.724076856249012,2.3300774865264513,1.8443261995031182,1.7961295754294593,1.7074251078054943,1.8511429163063204,1.918274905332535,1.712053294590812,1.7908349070657397,1.7858405579629246,1.7958362728278368,1.669073693944423,1.7217132950574487,1.7615727330755409,1.7799506193650136,1.9533139365251877,1.8449774546156505,1.8463967486849533,1.78535581559658,1.759199228315136,1.7832430535183184,1.5871787715991224,1.7293975316454886,1.8570631527354322,1.8218394937224653,1.4906610344595648,1.7310504460072698,2.5600724557075996,1.8949309551763627,1.9762040224257376,1.9800521642510465,1.9434377249032813,2.0013254507338245,1.702797913727502,1.7089666186106351,1.687488785660921,1.7459696833913598,1.801079882411622,1.7222748183037853,1.6937182707737313,1.7320572700759904,1.6468207830068857,1.6944400395384793,1.705779229769066,1.7105138783410718,1.5472669657524463,1.509295869428791,1.7528616188950434,1.7053711455602216,1.916836659023874,1.9349574896108925,2.0049913500678427,1.9542944613008784,2.002625214648785,2.023571801538047,1.775669184644195,1.7919025620879743
Shadow Scyther,Air Slash,X-Scissor,40,1.668549761522873,1.8624971539742103,1.9081706691404612,1.8557369811007138,1.902062460844618,1.9075510775527913,2.2034384153446602,1.9978911745765937,1.7086268833054823,1.8375743830186415,1.9468460479676482,2.000016182121647,1.8467750703572183,1.9234716247062653,1.9411071222701624,1.9587854380974996,1.794207487999857,1.8696279987459903,1.7878704668990189,1.9073703801627704,1.9481373240913367,1.9250164485590417,1.8807756067392074,1.9170114632130537,1.8469875508483689,1.877861267999303,1.6608277559302322,1.8724280435997789,1.8951052571581308,1.9432795029860686,1.5544728694336798,1.8371923102316503,2.3414045751104995,1.9971870673712069,1.8642289765827167,1.8998781853394342,2.1291230749559724,2.1939276571338446,1.8377615322132446,1.9056745017448184,1.8030927945340787,1.856256997448799,1.8473029782196897,1.837990592856639,1.8013150707471512,1.8534197545840978,1.785308719277161,1.8557296655754314,1.8766645316985653,1.8694068896482867,1.8965851602610022,1.8955754604401251,1.8586768705006116,1.8378157690668282,1.8442799398902225,1.8724947596863437,1.896616010854817,1.8755367500690685,1.957479629625732,1.9823462812980288,1.8730874427480384,1.8947516782991567
