Attacker,Fast Move,Charged Move,Level,"Tapu Koko, Tier 5","Tapu Koko, Tier 5","Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Wigglytuff, Tier 3","Wigglytuff, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togetic, Tier 3","Togetic, Tier 3"
Beedrill,Infestation,Return,40,,,,,,,,,4.278121437952777,,3.851366570732685,,,,,,3.760735345548208,,,,,,,,3.865394114230785,,,,,,,,,,,,4.422595349125537,4.247903495428397
Nidoking,Iron Tail,Megahorn,40,,,,,,,,2.440880742407921,,,,,,,2.4696927351254794,,,,,,,,2.560070517759955,,,,,,,,,,,,,,,
Weezing,Tackle,Return,40,,,,,,,,,,3.415360139992746,,,,,,3.5279035572234183,,,,,,,,,,,,,,,,,,,,,,
Weezing,Tackle,Thunderbolt,40,,,,,,,,,,3.4949834502046526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garbodor,Take Down,Return,40,,,,,,,,,,,4.112883659979968,4.216862292273455,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Arbok,Acid,Frustration,40,,,,,,,,,,,2.8683511724019954,,,,,3.062309516335885,,,,,,,,,,,,,,,,,3.088777736884745,2.9644350795657877,,,,
Shadow Arbok,Acid,Dark Pulse,40,,,,,,,,,,,2.8683511724019954,,,,,2.8916846649283667,,,,,,,,,,,,,,,,,2.9976396126659353,2.8194784987688135,,,,
Shadow Arbok,Dragon Tail,Dark Pulse,40,,,,,,,,,,,5.3262360464730545,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crobat,Bite,Air Cutter,40,,,,,,,,,,,,,3.8899224927616656,3.88839700986344,,,3.7816375217613025,3.8387058585502705,,,,,,,,,,,,,,,,,,,,
Tentacruel,Acid,Sludge Wave,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tentacruel,Poison Jab,Sludge Wave,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tentacruel,Poison Jab,Acid Spray,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tentacruel,Acid,Acid Spray,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amoonguss,Astonish,Sludge Bomb,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amoonguss,Feint Attack,Sludge Bomb,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,Infestation,Sludge Bomb,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,Rock Smash,Sludge Bomb,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,Infestation,Gunk Shot,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,Splash,Sludge Bomb,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,Rock Smash,Gunk Shot,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,Splash,Gunk Shot,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Arbok,Bite,Acid Spray,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Poison Jab,X-Scissor,40,,,,,,,,,,,,,,,2.4172839262135173,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Poison Jab,Frustration,40,,,,,,,,,,,,,,,2.565210129629621,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Poison Jab,Aerial Ace,40,,,,,,,,,,,,,,,2.565210129629621,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Poison Jab,Fell Stinger,40,,,,,,,,,,,,,,,2.6167143129515154,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Poison Jab,Drill Run,40,,,,,,,,,,,,,,,2.621354345157005,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Bug Bite,X-Scissor,40,,,,,,,,,,,,,,,3.5860386799389206,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Bug Bite,Drill Run,40,,,,,,,,,,,,,,,3.698978204562244,,,,,,,,,,,,,,,,,,,,,,,
Nidoking,Iron Tail,Return,40,,,,,,,,,,,,,,,2.298984526535372,,,,,,,,2.461880094611194,,,,,,,,,,,,,,,
Nidoking,Iron Tail,Earthquake,40,,,,,,,,,,,,,,,2.4246212465407115,,,,,,,,2.4511112197873235,,,,,,,,,,,,,,,
Shadow Venomoth,Bug Bite,Silver Wind,40,,,,,,,,,,,,,,,3.2318470876668273,3.2064603687027873,,,,,,,3.5748199105523057,3.263945747446264,,,3.2203581859812576,3.1636435017015634,,,,,3.4975505666055646,3.2366499863847285,,,,
Shadow Venomoth,Infestation,Silver Wind,40,,,,,,,,,,,,,,,3.4598993804858194,3.6233132098729164,,,,,,,3.614677842332551,3.4518048436341235,,,3.311259174299243,3.323495610155447,,,,,3.6566028320499444,3.510944818480966,,,,
Shadow Arbok,Bite,Dark Pulse,40,,,,,,,,,,,,,,,,3.9653369496679454,,,,,,,,,,,,,,,,,3.76365293905338,3.5663642051747333,,,,
Shadow Venomoth,Bug Bite,Frustration,40,,,,,,,,,,,,,,,,4.360903159816888,,,,,,,,,,,,,,,,,,,,,,
Drapion,Poison Sting,Aqua Tail,40,,,,,,,,,,,,,,,,,2.9278941910375758,2.9667146456344082,,,,,,3.317996310781905,3.01163445768353,2.9922036624563706,3.3588472887207232,3.3962893699361962,,,,,,,,,,
Drapion,Ice Fang,Return,40,,,,,,,,,,,,,,,,,3.2338482932674912,3.31197053806501,,,,,,,3.3453937944499197,3.347617020991262,,,,,,,,,,,,
Drapion,Ice Fang,Aqua Tail,40,,,,,,,,,,,,,,,,,3.5673413890437407,3.6349521293155997,,,,,,,3.6606204133329596,3.647362651969614,,,,,,,,,,,,
Drapion,Bite,Return,40,,,,,,,,,,,,,,,,,3.6404223474416,3.7769729079440437,,,,,,3.2774133686474483,3.5459565075760233,3.5718386395576367,3.2920627165391596,3.3732654049879947,,,,,,,,,,
Haunter,Astonish,Dark Pulse,40,,,,,,,,,,,,,,,,,5.483629368075541,5.387612029654228,,,,,,,,,,,,,,,,,,,,
Garbodor,Take Down,Seed Bomb,40,,,,,,,,,,,,,,,,,,,2.947763593081491,2.9498917463135013,,,,,,,,,,,,,,,,,,
Beedrill,Infestation,Fell Stinger,40,,,,,,,,,,,,,,,,,,,,,2.1643403354019206,2.130699923402398,,,,,,,,,2.170903911981499,2.148676944952128,,,,,,
Weezing,Infestation,Dark Pulse,40,,,,,,,,,,,,,,,,,,,,,3.0568671489147605,2.995056826371945,,,,,,,,,,,,,3.1482869428892695,3.061947293485261,,
Drapion,Poison Sting,Crunch,40,,,,,,,,,,,,,,,,,,,,,,2.6101803584868843,,3.109782939788961,,,3.129788241738617,3.169549333032901,2.661291156916047,2.6841816952041038,,,,,,,,
Drapion,Bite,Crunch,40,,,,,,,,,,,,,,,,,,,,,,,,3.289551155419036,,,3.33203652446984,3.3818862259775453,,,,,,,,,,
Drapion,Infestation,Crunch,40,,,,,,,,,,,,,,,,,,,,,,,,3.435558890000256,,,3.53220450242062,3.5849135977503175,,,,,,,,,,
Shadow Venomoth,Confusion,Frustration,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.371856188441591,4.148230006890233
Venomoth,Confusion,Poison Fang,40,,,,,,,,,,,,,,,,,,2.7090336322244246,,2.7548239649774633,,,,3.6521484587777557,,2.729046899115802,,3.7026129918132766,,,,,,3.665656152925801,,,,2.7625985768054404
Venomoth,Confusion,Psychic,40,,,,,,,,,,,,,,,,,,3.047915705561171,,3.092818275590891,,,,,,3.084450002425755,,,,,,,,,,,,3.132612932686704
Venomoth,Confusion,Return,40,,,,,,,,,,,,,,,,,,3.0800603239953848,,3.110265867695303,,,,,,3.0831290505673308,,,,,,,,,,,,3.1974526794448273
Venomoth,Bug Bite,Psychic,40,,,,,,,,,,,,,,,,,,3.386533429465685,,3.274299263693,,,,,,3.3827963868475948,,,,2.3786649390569385,,,,,,2.369324637345186,,3.4853198204113185
Venomoth,Infestation,Psychic,40,,,,,,,,,,,,,,,,,,3.39184630800317,,3.410680278183941,,,,,,3.3801531026196967,,,,,,,,,,,,3.670157324524065
Venomoth,Infestation,Return,40,,,,,,,,,,,,,,,,,,3.5773130520815255,,3.5985741809119265,,,,3.429227902882892,,3.5168976524606816,,3.4799208317667523,,,,2.4147405553004626,,3.595173509708982,,,,4.078458358354076
Venomoth,Bug Bite,Return,40,,,,,,,,,,,,,,,,,,3.6039463936414857,,3.3980383048276517,,,,3.1162370654390257,,3.5470734546263487,,3.3131691825696223,,2.2394192056704667,,2.3549961761383438,,3.5016643470816096,,2.2924042543564136,,3.790657906579066
Venomoth,Confusion,Bug Buzz,40,,,,,,,,,,,,,,,,,,3.7773530805811193,,3.7960850939663686,,,,3.9371169473494816,,3.8326169795759304,,3.8570203877197082,,2.100700382652796,,2.091251056621912,,4.009352398394764,,2.0385520832623096,,
Venomoth,Bug Bite,Bug Buzz,40,,,,,,,,,,,,,,,,,,,,,,,,3.0407684214781994,,,,3.094017700064895,,1.7104389519537233,,1.7407517027226742,,3.278652590868498,,1.6952692320327574,,
Venomoth,Infestation,Bug Buzz,40,,,,,,,,,,,,,,,,,,,,,,,,3.300991465789863,,,,3.229438036324875,,1.7709235847587987,,1.7439069176462723,,3.3945932404898707,,1.7481334968893165,,
Venomoth,Bug Bite,Silver Wind,40,,,,,,,,,,,,,,,,,,,,,,,,3.616928060864383,,,,3.677394088914861,,2.032057275753245,,2.034133784911119,,3.8297652215685662,,2.006157213333325,,
Venomoth,Infestation,Silver Wind,40,,,,,,,,,,,,,,,,,,,,,,,,3.9039778683948443,,,,3.8461491440588373,,2.1122061974075583,,2.061923795814578,,4.016931469411847,,2.0722357623545613,,
Venomoth,Confusion,Silver Wind,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.433649495859741,,2.3775996643119375,,,,2.3482905651793113,,4.868403339771103
