Attacker,Fast Move,Charged Move,Level,Arceus (Grass),Arceus (Grass),Arceus (Grass),Shaymin,Shaymin,Shaymin,Mega Venusaur,Mega Venusaur,Mega Venusaur,Amoonguss,Amoonguss,Amoonguss,Bellossom,Bellossom,Bellossom,Gloom,Gloom,Gloom,Grotle,Grotle,Grotle,Meganium,Meganium,Meganium,Tangela,Tangela,Tangela,Venusaur,Venusaur,Venusaur,Vileplume,Vileplume,Vileplume
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam or Flamethrower,50,1.1853716192221047,1.2572423451594164,1.0595486771918259,1.226845643182951,1.3203953556761987,1.1056172791870973,1.0487015992951754,1.0917556408380247,0.9954843430346291,1.0302878347206899,1.0912270584695616,0.9390357035402668,1.2311807635274619,1.3205884918442705,1.1098963936459938,1.052293268231872,1.096405568252649,0.9539528360689798,1.2161796767475002,1.3021814062823527,1.1020425563012313,1.2353549182631718,1.2874162458179577,1.120932425448578,1.2327910949819076,1.3014251000116726,1.1122359108224833,1.0280474145977225,1.066137763673698,0.938510360276274,1.0329411764705883,1.0650875816993464,0.9403921568627451
Mega Houndoom,Fire Fang,Flamethrower,40,1.202399576031193,1.2380289821288406,1.006610853819999,1.2157625029459795,1.2606373327048577,1.02998120830005,1.2385801962160468,1.2804187136948049,1.03642391028417,1.2315840938722293,1.2932002808143617,1.0299242804131983,1.2407854311439344,1.2921912404655986,1.0349780478585757,1.2407801786827342,1.2872169125285684,1.0426059630168294,1.2459593437511418,1.294398499445818,1.0289636188689817,1.249625996210095,1.2811420489060956,1.0597680723164662,1.241502987086026,1.2884368467407337,1.0511253302772738,1.2107989546387903,1.2486466305768154,1.012693671831249,1.2362143790849673,1.263529411764706,1.0362980392156864
Shadow Magmortar,Fire Spin,Fire Punch or Fire Blast,35,1.3603625588921446,1.3696997069734491,1.1275694458356174,1.3455378576627797,1.3871152759209706,1.1310893137588196,1.3447698119969538,1.3734346767811012,1.169364015111921,1.3392839233777956,1.3802778056363454,1.1162872329756293,1.3381405130889037,1.368766900241328,1.1147132652962326,1.344379804695616,1.3711043008518595,1.1249610430085186,1.3332764941597748,1.3731897738206886,1.102748986029743,1.3510286237567208,1.35812789569601,1.163410189223251,1.3570708517704984,1.3944651365146066,1.1449612156325937,1.3193951838715698,1.3392757140190406,1.1138697031920852,1.3071581699346406,1.3394718954248366,1.1017830065359477
Arcanine (Hisuian),Fire Fang,Flamethrower,35,1.5492708938493562,1.5989561042948697,1.2691182068013485,1.5462920284399135,1.6103172898239086,1.3578723874635794,1.5779682530201444,1.6161751310346888,1.3579494377827885,1.542623608464547,1.6205370574666533,1.2998320128372278,1.5724032991209451,1.6385892478120547,1.3146764360964924,1.5829783918553917,1.6377649075420735,1.3166164554332016,1.5684079753480384,1.63050071251964,1.3063590855388962,1.6592168133970424,1.6493521801020918,1.3812934637737664,1.560065365719076,1.6128991181994716,1.317034348836469,1.5408064215045734,1.5875303341422438,1.3044801194698525,1.5340967320261438,1.5701019607843139,1.3022849673202614
Shadow Moltres,Fire Spin,Overheat,30,1.258351438816821,1.269456944765679,1.0650322256359077,1.219466616054911,1.2553335266034993,1.0351557041464794,1.2989114041244196,1.2883211133842043,1.0763599982080727,1.2461764115936214,1.2957075519005115,1.0468232875338481,1.2214113337016252,1.281946907801006,1.043128931274775,1.2618039684188656,1.2902815291917722,1.0406840847704135,1.2087012654835998,1.2435355589929722,1.0268930489750678,1.2538511056912045,1.2828737997878379,1.0430399028043484,1.2358577658931016,1.2726047602372692,1.0332240367576058,1.1959305581482174,1.2242019787194325,1.032742206458839,1.2254954248366015,1.2438797385620914,1.0237908496732027
Shadow Magmortar,Fire Spin,Fire Punch or Fire Blast,50,1.2008734340198544,1.2052132865413578,0.996204677862017,1.2004872076701838,1.244390124867822,1.0033140966948715,1.2103095554526857,1.2508907372287843,1.0131467737841027,1.1942382910440277,1.2506393541269683,0.9937568949954869,1.1853187179561733,1.218649143721106,0.984056833270336,1.2014206316226885,1.2524413047995013,1.011661126116767,1.18710643947237,1.2282377014238213,1.0039219029755306,1.202950323229942,1.2232689291251486,1.0288413589257706,1.2152824202294168,1.2430734621547344,1.0199068326276808,1.1906477506066828,1.2134403584095577,0.9875490013067015,1.1878483660130719,1.2158849673202614,0.9897830065359478
Mega Abomasnow,Powder Snow,Avalanche,45,1.4000768534521224,1.4721679411834339,1.4003136057927834,1.397042966460674,1.47866067946282,1.4090458780270592,1.4588020965550197,1.501342452252602,1.4622276643720042,1.4146399558720288,1.5140281817270083,1.4148280012034902,1.4145417187606004,1.4721503406700975,1.4232062725942294,1.4576277789320589,1.5304643673384584,1.4512648036567628,1.418449995737062,1.4741361460604363,1.4190955263510467,1.4440626331680162,1.483566500140535,1.4472178651410335,1.444136716221522,1.5341949723575166,1.4431074183724362,1.3801848049281313,1.4534160910957625,1.3904050774687324,1.3707503267973857,1.4374797385620917,1.3839372549019608
Mega Abomasnow,Powder Snow,Weather Ball Ice,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Powder Snow,Blizzard,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Razor Leaf,Weather Ball Ice,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Razor Leaf,Blizzard,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Weavile,Ice Shard,Avalanche,35,1.3449390544839983,1.321180046512729,1.3489929830248573,1.38442478835874,1.3722445966041459,1.4117572220820203,1.3999372825421477,1.3648453716009379,1.4248719518568849,1.2798239895697523,1.3320504462942533,1.3073162170293853,1.2967948904331308,1.3603640275637483,1.2962521443316952,1.3305760440473717,1.364312798670268,1.3309656139621857,1.303460287687417,1.3450665627321778,1.348939746416087,1.3284614617428123,1.3325052360530587,1.3443917565031327,1.3743354662082579,1.3639788198092084,1.3800231326733094,1.3088575695351876,1.3153350756020161,1.3275060668284488,1.3596339869281047,1.3328313725490197,1.376888888888889
Arcanine (Hisuian),Fire Fang,Flamethrower,50,1.3547387802155175,1.4052070945570636,1.1534683307320928,1.4162601388625287,1.4709521197496387,1.1813680607841623,1.4069705974584497,1.4655098779996119,1.1706332969970283,1.3937418513689699,1.4690853475077725,1.1711463243405877,1.3921922096550654,1.4562459415191076,1.1733492280405895,1.4273841678786618,1.4848457303137337,1.1776049241637232,1.4131639525961293,1.4708232342301741,1.1860711545254132,1.4221392110106716,1.4487410805762833,1.232045551394921,1.4308089007735652,1.4875582296076997,1.1864620804550134,1.3578028747433264,1.4081762180324808,1.1581855516147097,1.40400522875817,1.4511895424836603,1.1651137254901962
Heatran,Fire Spin,Flamethrower,40,1.3818742407989846,1.4391318838019511,1.1534446554980267,1.406280307090999,1.4704494782748343,1.1919131035086878,1.3786312661460123,1.4366389415682352,1.1568802544536863,1.401489319025173,1.4671171397051448,1.1798089459432353,1.4002849417032535,1.4642417546206108,1.17430872561277,1.4429539788073966,1.4829238520673176,1.209744442135882,1.412506242159239,1.4720777559894278,1.1762176777949649,1.4480429401684605,1.4938572710870137,1.2072479667793967,1.4014473837795394,1.4694765436814907,1.1856450089665638,1.403322755273474,1.464868396490573,1.1666417771140565,1.3757803921568628,1.428653594771242,1.1593202614379086
Mega Charizard Y,Wing Attack or Fire Spin,Blast Burn,50,0.9522069871079245,0.9730648683201693,0.7986475977832697,0.9422692281220605,0.9802363874886071,0.7908490052495792,0.9427061089790494,0.976092702375797,0.7928561828960533,0.9480242703841139,0.9924029686089659,0.8117666232073012,0.9652739414028048,0.9955514203471636,0.8203510404248926,0.976989403698317,1.014076459588614,0.7966574901308955,0.9386258723798155,0.9744832710132394,0.8022971145999537,0.9671239335225265,0.9858467899141379,0.8159357348154461,0.9690680079372659,0.9904285911353049,0.8128587951909507,0.9437464999066641,0.9693765167071122,0.7929251446705246,0.9430169934640523,0.9607947712418301,0.78640522875817
Blaziken,Fire Spin,Blast Burn or Blaze Kick,45,1.382090960249282,1.3612786083333182,1.1558540658572165,1.2978912000200222,1.3361461789862492,1.1006117209317847,1.316221422491675,1.3525497633162602,1.1234369166903102,1.2977509778357235,1.355856985257246,1.076358940928693,1.3045677899572587,1.3375880750927998,1.0996811366654067,1.3252908788697277,1.3565863286931228,1.0965354248909205,1.2932779557385234,1.3254083285629026,1.0838215412347905,1.325714233904237,1.3572393533587808,1.122881778535356,1.3257250183045237,1.3628327974617727,1.1112278356094611,1.2990386410304275,1.3234646257233527,1.0881556841515774,1.2736104575163398,1.3032784313725492,1.0724392156862745
Chandelure,Fire Spin,Overheat,50,1.2179542048126288,1.2394786349224272,1.0084538797334532,1.2354385181879044,1.259231605094824,1.0519973220263334,1.2009228425941136,1.220547433810683,1.0423283109591293,1.2339409286932104,1.2587253033798014,1.01974475980343,1.193585904108394,1.228089049128214,1.0125994630690354,1.1964601080407231,1.2591808643257842,0.985559941824226,1.1777401556581366,1.2103699012216362,0.991815159007588,1.2020799144097993,1.225073214075236,1.0270552074927692,1.1936989993527096,1.2287375714937552,1.026241789492673,1.1802408064215046,1.2020253873436626,0.989574388650364,1.1819189542483661,1.2034614379084967,0.983362091503268
Darmanitan (Galarian Zen),Ice Fang,Avalanche,30,1.2001067206704825,1.2369581330803119,1.2016929613529121,1.1787818556855842,1.2413179634886238,1.1933355163129058,1.2061492974151449,1.2646288470440665,1.240987351979333,1.1804984454919265,1.2556288235884063,1.1826546986260154,1.1826049874489963,1.2371218949592455,1.1855707072175539,1.2261972782048618,1.266842405983794,1.2187305215042592,1.1760836997430058,1.2345224900429947,1.1793235326358353,1.2325170228391649,1.2602794374983,1.2637701395374141,1.2045968229713813,1.2499283736032853,1.2068464223941255,1.1724285980959492,1.2194325182004853,1.1778420757886876,1.1761359477124183,1.2284758169934642,1.181207843137255
Crabominable,Frost Breath,Glaciate,45,1.4250524042200194,1.385491088095546,1.4263417938906968,1.43858284303195,1.4138574708999785,1.578473596723028,1.4148968895127452,1.3769767198769545,1.4820762465094748,1.3361498345201082,1.4100140407180823,1.3532744960385117,1.3367933397299838,1.3988408493976487,1.334399441746867,1.3750389569914814,1.4263972574277997,1.3778698317057967,1.3396587213621913,1.4213366137656358,1.345164001315421,1.3478643250251603,1.3744299275565994,1.3517630311987163,1.3544074109445134,1.4026252400810706,1.3430957459226012,1.3460425611349636,1.3800074668657831,1.3901997386596976,1.3255006535947713,1.3574797385620916,1.352324183006536
Crabominable,Frost Breath,Avalanche,45,1.42280507815559,1.4861417927979939,1.4223279311305652,1.4614916146470978,1.5155704146479319,1.5085709756875865,1.4483850254603015,1.4800812340406468,1.4735377126047158,1.4360896600140407,1.5114707652191355,1.4410665931200481,1.4342938000949805,1.500004845947334,1.4314831506411188,1.4709250986910452,1.5432292748805319,1.4713276542696863,1.4526022191637333,1.5222220868908565,1.4554766573694018,1.4533651274332915,1.4962690288594924,1.4600745287552248,1.4545358078926984,1.5155508865756215,1.4484449113424378,1.4394997199925332,1.49050774687325,1.4765260406944185,1.4304313725490196,1.4789019607843137,1.4525908496732027
Mega Charizard Y,Fire Spin,Blast Burn,40,1.028404817363781,1.0438228582563736,0.85785025232336,1.0182035468551538,1.0552884765792014,0.850056416812836,1.0345364134573747,1.0603819791837772,0.8628369196768558,1.0304131982749976,1.0647126667335272,0.8501153344699629,1.0140241715853031,1.0488762248131887,0.8402678839686369,1.0371260128817785,1.0524231248701432,0.879038541450239,1.0230076854682533,1.0699243632997575,0.846582950683897,1.0311352488371883,1.0604934129999184,0.8573254875649408,1.0220715415061705,1.0548923481785673,0.8733114740181879,1.0102576068695166,1.030343475826022,0.8510826955385477,1.0102588235294119,1.024397385620915,0.8466718954248367
Shadow Mamoswine,Powder Snow,Avalanche,30,1.2950170916978239,1.336075411084016,1.2987905597735918,1.495402186177568,1.4054439617325072,1.8965184256685028,1.3933967476518285,1.3613959114190572,1.3655113712724178,1.3127319225754688,1.365196570053154,1.3153394845050645,1.325889958227934,1.368030316246523,1.3752992372478896,1.2959822356118844,1.3678319135674215,1.3235637855807187,1.3650049328282767,1.377562330243718,1.3620452358622706,1.3769323529145097,1.3788091719329423,1.3934429202215917,1.3947622534194972,1.4086736913592037,1.416080391345409,1.370580548814635,1.352398730632817,1.354713459025574,1.3839895424836601,1.3625934640522877,1.3896261437908497
Mega Houndoom,Fire Fang,Flamethrower,30,1.3125021626415734,1.3258531734830095,1.1268009113143944,1.3492127716818885,1.3949302037470774,1.1107855180857076,1.3447369599952217,1.3936715098481343,1.120925231830603,1.3363378798515695,1.3993581386019456,1.1021462240497442,1.3378594481435175,1.3928415665978542,1.1404937051144128,1.3504570953667152,1.394945979638479,1.1381674631207146,1.3198543293180516,1.376222549724127,1.114697392299916,1.3436392155440509,1.371329096134841,1.1387758062615034,1.3366865098313863,1.3837901505746029,1.1390294888528105,1.3102762740339742,1.3363356356169498,1.111881650177338,1.3205856209150326,1.3502849673202615,1.0997960784313725
Pyroar,Fire Fang,Overheat,45,1.4824448139399777,1.4534608639275028,1.2581802486628046,1.4829446030696585,1.5133158277837682,1.2657930577078298,1.4845729986411218,1.5226365224662894,1.2421521047680202,1.4603976531942633,1.5122354829004112,1.209319526627219,1.4284495876098817,1.4768218339003092,1.2063888969654677,1.4589393309785996,1.493753895699148,1.212055890297112,1.431933059693312,1.4813953205120398,1.1955592365687002,1.4802571332722838,1.501745351019557,1.247486241193911,1.4668131028555058,1.5080699073631936,1.258894937340167,1.4696751913384356,1.486120963225686,1.2211218965839088,1.447937254901961,1.4707555555555556,1.1905882352941177
Typhlosion,Incinerate,Blast Burn,40,1.4657137081426415,1.5352988634066476,1.2250677020635699,1.4782435496082107,1.547908406626525,1.2420938250181972,1.4957635850493527,1.567742320844595,1.2410650021652456,1.461563534249323,1.5429495537057467,1.2254914251328852,1.4646391223020188,1.5329766716095328,1.2175927272022407,1.4757557656347393,1.5359573031373364,1.2407412216912528,1.435733164439789,1.5186412189566763,1.2166790494866204,1.4775461724678811,1.5237231737281605,1.2600165015005487,1.4943494731480598,1.5639597194367514,1.2581309224418766,1.4522307261526974,1.49541721112563,1.2189098375956693,1.4563973856209151,1.5062588235294119,1.2170771241830065
Shadow Mamoswine,Powder Snow,Avalanche,45,1.128174074890229,1.174914450452288,1.1275202741956338,1.2738853768872518,1.2246828248868014,1.3439882202529059,1.2776681051861365,1.2229068048441771,1.2525333373153942,1.1487689298967003,1.1948901815264266,1.1628096479791394,1.153568071022204,1.2102171953595207,1.1737078281433238,1.166995636816954,1.2204965717847496,1.1649309162684396,1.1940976578200553,1.2253145439265312,1.2089205022958966,1.2058607527222944,1.2307943387159657,1.2239126689817124,1.249037022888613,1.2522840862063478,1.2437101412366431,1.185252940078402,1.2135336942318462,1.2376050028000747,1.1866143790849675,1.1846588235294118,1.2103843137254902
Heatran,Fire Spin,Flamethrower,30,1.4991486021595455,1.5581217890463799,1.2447909932124925,1.512068609518486,1.5801337735443732,1.2673593803118879,1.5510983021488196,1.6102916361790136,1.2765421774904058,1.5080358038311101,1.5931701935613278,1.285929194664527,1.5336066447629846,1.6145436571395342,1.278021690460268,1.555098171618533,1.6133129025555786,1.3049553293164347,1.5209553853086977,1.6090276847374638,1.2630963545790044,1.5642606511745987,1.6126136744852348,1.360856990017499,1.539320238966882,1.6128566729273444,1.2847759420197582,1.5064961732312863,1.5615176404704125,1.2449598655964158,1.5045751633986928,1.5563712418300655,1.2538248366013072
Shadow Glaceon,Frost Breath,Avalanche,35,1.3068346758405163,1.3214186200252414,1.3082970768370616,1.3976478047498577,1.3609779192311462,1.404194657817952,1.3861603476339093,1.3670763211731152,1.4015679364463094,1.3069902717881856,1.3744860094273392,1.3051599638952962,1.2881109528101649,1.3340796092228069,1.297473323059925,1.320395283606898,1.3574433825057137,1.3175773945564098,1.2849713165170578,1.3366990243961852,1.308624532599296,1.3071727126834887,1.3367122120170818,1.3482088618498003,1.3216502721803076,1.3733167796772037,1.4042593830579697,1.3412544334515588,1.3372129923464626,1.3420664551054695,1.327686274509804,1.3315346405228758,1.32720522875817
Arcanine,Fire Fang,Flamethrower,40,1.4967774364092319,1.5254736412692111,1.2720029430137116,1.5292668734240313,1.594209820488167,1.269937242813374,1.5382382367434708,1.5974255976824407,1.2541430854002718,1.5296108715274295,1.5995762711864405,1.2758750376090662,1.509774275773171,1.5693115847216972,1.264297967609688,1.5750701225846664,1.6257531685019737,1.3190577602327032,1.4990560637248334,1.5731215668124185,1.283716794757804,1.5722847324852893,1.6166030482442224,1.3148159901353669,1.5409013253536221,1.6028502000233449,1.3082694001421917,1.5204965465745752,1.5684991599775995,1.2777487399663991,1.523670588235294,1.565992156862745,1.2764549019607843
Victini,Quick Attack or Confusion,V-Create,50,1.2983225186078233,1.3972085077864203,1.101739765469489,1.3637017771817455,1.4567947324841959,1.1446919183176318,1.2517389161825974,1.3310107963623874,1.0809413591769081,1.2564311503359742,1.337967606057567,1.0888702236485808,1.3594723732542473,1.4559648765737212,1.144942284767249,1.3006311032619988,1.362962289632246,1.1374662372740494,1.3809605008343178,1.4744406416330706,1.1801883000621172,1.414115129699981,1.4792688565910803,1.1791410152956217,1.3737730663525718,1.4739226859368202,1.1810290856227252,1.2445398543961173,1.3063281687511668,1.0809034907597537,1.244883660130719,1.301992156862745,1.072177777777778
