Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Thundurus,Thundurus,Thundurus (Therian),Thundurus (Therian),Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Zapdos,Zapdos,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Avalugg (Hisuian),Powder Snow,Blizzard,50,1.3660673656306404,1.4530902127737548,1.4323052757034933,1.521738141841257,1.430990549883082,1.5266256675466239,1.5147458577422037,1.6138481268810136,1.471430039681121,1.5771949737246629,1.5446323357369236,1.4760534320294385,1.4433038404348937,1.5356992678073669,1.4323494664814236,1.4912586123791431,1.4210984083603428,1.4757771209649946,1.4450961585998912,1.53910515647402,1.4248845475664027,1.5437571720451173,1.3860277713476719,1.4731763940189952,1.4693354105711138,1.5693848082988184,1.5127667788010808,1.627474769756797,1.5288917605251178,1.7018017885725194,1.3984603232318167,1.5693669521170555,1.4093863130806472,1.497633794216426,1.5370292313852767,1.6055975889902843,1.446368817442791,1.5512203589234226,1.4368235280321775,1.5532324073314026,1.4345877260350486,1.536996439293444,1.4735965564067746,1.6004338654163144,1.4194272880404268,1.489091200770033,1.4778844739551595,1.5659158244205837
Aggron,Smack Down,Meteor Beam,30,1.438264460033533,1.482019441907909,1.5407278701073785,1.6055680717903436,1.5072829971634902,1.576911039119584,1.5530666563553288,1.6103744949055547,1.5877162799842703,1.6253172702248595,1.652744985429562,1.5412056239763468,1.5117762065572207,1.555965700958483,1.6293402137854773,1.5124840511497348,1.6042749503742626,1.5190043259559258,1.5391407524595837,1.5849686063182873,1.6597301911612414,1.5620924179238154,1.454328915011893,1.5122971581168625,1.5507751643424403,1.6132727894516854,1.5568742072464568,1.6059449622235702,1.601227624487878,1.6471166977488656,1.4943139787103326,1.5592612560652983,1.5119836873555197,1.5763619313473198,1.6202554321482012,1.6992665809606102,1.5021649196231401,1.5629466050781589,1.4887484315817865,1.554299518041207,1.492327026460937,1.538385813027997,1.5585504795579357,1.6297624843065412,1.5117242854469133,1.5736878693083074,1.538410623857452,1.6137504990439369
Arcanine (Hisuian),Snarl,Rock Slide,40,1.4330863647052714,1.5114250985685795,1.3464782220672693,1.4159341669208863,1.5908035467024548,1.6953824372354598,1.4552262371994407,1.4658572266367638,1.4860780931612625,1.585781378472098,1.507542594601493,1.4991874587879948,1.4381234366668545,1.5296063326642881,1.4841135274603758,1.5429905393783019,1.540955745071208,1.6005180489234592,1.4753270381173678,1.5589459633163594,1.591611855915363,1.5326205603291443,1.441738208583688,1.5293397343639397,1.5102595280617093,1.5871489911464074,1.379054762036067,1.4454199525726577,1.4175832244232662,1.5025918148577806,1.4939629123462517,1.5600511553844802,1.4918327735857286,1.5945391896017795,1.5826677063794812,1.6730489578284051,1.4765619726323302,1.5873248536630056,1.4939432672350106,1.5863714717919253,1.5591147106053203,1.6776024575857014,1.6327090112480465,1.7431397166209741,1.461003716478169,1.5454265928718485,1.4075035195730285,1.45228089344624
Lycanroc (Midday),Rock Throw,Stone Edge,50,1.2458869950555373,1.2565821822213128,1.3103177776219828,1.3538376418024136,1.2832003565710839,1.3313308982936698,1.3167836359066567,1.3585342433089085,1.3067377471132877,1.3523598648696957,1.3477740199519281,1.29041328994108,1.2836195199348006,1.3166223767432383,1.310839547477955,1.2636252799909269,1.323847188889925,1.2701809745486103,1.2938389281653235,1.3229603994660601,1.2813009040275407,1.313347700747292,1.244037614441906,1.2902773444445563,1.3243910780104116,1.3683740547934797,1.3314178569458996,1.3683670655710582,1.3567012731464485,1.4149106447965463,1.248956204471081,1.310806574971476,1.2597592358354779,1.3068979805469534,1.3410503909460685,1.4172163796918797,1.266974609205489,1.3228189278585136,1.2707764109900677,1.3255156724556447,1.2325211198771207,1.2968302729875028,1.308966836625757,1.3654803692980433,1.2671987380016578,1.3256731103446433,1.3064234834317414,1.3590804984135656
Mewtwo,Psycho Cut or Confusion,Ice Beam,50,1.195772011104426,1.2709880068532267,1.3252772572329414,1.4090332898159954,1.4026828041300632,1.5131624872799492,1.3468888759997164,1.4382692419233223,1.2279988739141314,1.3317305973617415,1.163165507412843,1.2486695169421222,1.2099689175773918,1.2886763743242715,1.193403082971826,1.2626971750451292,1.3117733374188527,1.3930929347795056,1.2278024422801206,1.3173125030899293,1.177083041786784,1.2774860757367963,1.2029878185837888,1.2894688285241733,1.2499240034958392,1.3300243188813317,1.36967958969834,1.47268515965367,1.298580008517012,1.3919293969074436,1.2386624371528516,1.3228556741101094,1.2263379421642604,1.3217385615213504,1.1121098442538304,1.1867162637779511,1.253541499918032,1.350581972825196,1.2406158753239445,1.331613447940242,1.233966347832158,1.3312993088040215,1.2619846780599042,1.3619018336792301,1.246637790433411,1.3467420657201679,1.3802924922779518,1.4509886323044274
Mega Mewtwo Y,Psycho Cut,Ice Beam,35,0.946253783170503,1.0059828302849096,1.0437491354955575,1.1166233072292466,1.100408516411938,1.1776071392872183,1.1001089135072084,1.179934136328777,0.9914895613627426,1.0701770457226611,0.9289302958756088,0.9971539786867462,0.9598421168993875,1.0371775252842719,0.9576474146323022,1.0145207783984045,1.0421385790386215,1.1302468630634162,0.9680980867157759,1.0292104612646462,0.9285370427383918,0.9927481877466483,0.9451752399547768,1.01215793234634,0.9987175589922864,1.08927689326291,1.081597088181768,1.195621243037556,1.0496776751494148,1.1584604766589819,1.0148701681357122,1.0836666374111363,0.9810812579055262,1.025559384132246,0.9509684081856309,0.9950367763282683,0.9875312201660575,1.0580719196906432,1.0007856749182078,1.080689986749065,0.9796760455211897,1.0723870697479578,0.9886494657818545,1.0601603935535115,0.9800540092510895,1.0451324830886874,1.1087915782395832,1.1715555462167218
Shadow Weavile,Ice Shard or Snarl,Avalanche,40,1.0483757180770652,1.0561008682586268,1.0,1.0353778902870439,1.0730102235615486,1.1169195928928304,1.0,1.0371465950028678,1.0740178028813498,1.1403317484717406,1.073260587497075,1.0581328568693764,1.0837794838670523,1.1004629850396874,1.0873420473125597,1.082028599242016,1.073817213612392,1.068159023129495,1.095802640035596,1.099510555198497,1.2274986705477342,1.105348596378292,1.1369746743291163,1.12059300113729,1.0876524679864727,1.1194285062887108,1.0,1.044019191529256,1.0,1.026211838646676,1.042165577943002,1.0940732474892485,1.0437148340384699,1.0951280150041436,1.096335012329027,1.1644607894792303,1.0477632378325732,1.094639292567913,1.0494037079165544,1.1191997842325598,1.1265307547301544,1.1129093067094882,1.0788473528231144,1.1302877347613314,1.0616293681987112,1.1042351808775166,1.0,1.0311823664138178
Shadow Abomasnow,Powder Snow,Weather Ball Ice,30,1.4915342493365136,1.5207093272904406,1.6579556198946868,1.6466038475895246,1.621634819428536,1.6199125942021149,1.5386178940381132,1.6175112296914977,1.5219765488149286,1.5997032853108353,1.6010316295492735,1.5297449641588496,1.6710183503340168,1.5818677197986795,1.7198937688432712,1.568828149366299,1.650956449252331,1.5474380177872344,1.497562663766253,1.5854353092401245,1.6881440846371294,1.5407288197262727,1.6387040932376533,1.5843959782203927,1.5576433484059735,1.6172531063571076,1.6240776484861854,1.660188606408206,1.6152072717661052,1.6769115552357599,1.5046453602818561,1.580513309176624,1.4758472543289571,1.588171151916954,1.5811924381968008,1.672279710847436,1.539609832303108,1.608636534585676,1.5678670684944358,1.6241190473398455,1.6295259373036375,1.6247085107868464,1.55128237976889,1.6473476987197555,1.6048768749498676,1.6180316034330633,1.5588241474228322,1.6280704334853229
Shadow Aerodactyl,Rock Throw,Rock Slide,35,1.1665037854610198,1.19665767766013,1.2350353096773337,1.247165846532224,1.187506247367912,1.220795500911911,1.3293660460530132,1.3249682604128403,1.3002739248561113,1.2786570979158474,1.3463722800076574,1.233567311169251,1.189793520810484,1.2149108927201238,1.1842430084966022,1.200164450367178,1.1561493092363821,1.176608625647799,1.3237197804914222,1.257186928363079,1.2530437459766577,1.2116823868566151,1.1335728687553888,1.1890249834774236,1.2137591670783145,1.2632993882281416,1.2357249214139965,1.2679975734848066,1.265686720803536,1.3031762580948325,1.1581303208495806,1.2269142520405731,1.1782832468268853,1.2376237623762376,1.2517650530042783,1.3117663175198635,1.2052671674750963,1.256665927347419,1.187096168955287,1.238493380395652,1.1772603504852335,1.2323814843259093,1.2015339021411429,1.251172205283251,1.1942327745247454,1.2455148258067967,1.2050807925868336,1.2639574709503898
Aurorus,Rock Throw,Meteor Beam,50,1.220002626459441,1.293001401796376,1.3131865112674534,1.3636413590294054,1.251541563636304,1.3199520857605893,1.3224110485986247,1.374442059947541,1.282897794301648,1.3454603546276767,1.3615702039861315,1.265479760917193,1.2356671883195984,1.2994468455892871,1.3765989017739846,1.2827714612454753,1.344074315849975,1.2760237746772662,1.2772650417758442,1.332579225787314,1.207299392650228,1.2613003442581656,1.2221103942940919,1.2806053469405556,1.286459322871148,1.362123342326253,1.32123752274858,1.3770363425798269,1.380871965814476,1.4617101572710318,1.2736938450543525,1.3679050114723472,1.2401971474680509,1.317104287521263,1.3447807119222743,1.430641320154271,1.2925775561962989,1.3600034715860327,1.2567163479015444,1.33764086447694,1.2553236053899324,1.3240592054737137,1.291663463919991,1.389829784690017,1.2994171278842812,1.3638539076495282,1.332604904288626,1.4203946124267193
Mega Aerodactyl,Rock Throw,Rock Slide,30,1.1011538097404996,1.1308786117634841,1.164741861342014,1.2164415955009766,1.1495714100780492,1.193497165948117,1.1759591155449864,1.2156603445275795,1.137871787080399,1.203414900082222,1.1597728287920361,1.1437857613851488,1.097842437694265,1.150786597710218,1.1008799039761075,1.1400852495581577,1.0748620661435426,1.113588221523962,1.1745330498838187,1.1765719088347257,1.0820985753869405,1.1335665705729239,1.1163021635349255,1.1591031847475652,1.1622525363833265,1.1960614811718662,1.1691832570451663,1.2077979374620857,1.1981820584736926,1.2538216420211752,1.118046064922201,1.1602367190340659,1.120796440877568,1.1878898242247131,1.1834917490358068,1.2620708550232882,1.138149837510487,1.199924782302626,1.136355641028648,1.1799781887261513,1.1203867904768554,1.1657823081756615,1.1408098251727348,1.193505683807767,1.1164273682521857,1.1693938664741585,1.1608917652497321,1.2096404782416843
Shadow Cloyster,Ice Shard or Frost Breath,Avalanche,30,1.4690963452511474,1.4609344698369457,1.5465392347643525,1.5503856874065625,1.4943261609453067,1.5342159123123535,1.5173211143978502,1.5588074937648628,1.6501693597397489,1.6020649376184177,1.7856465233020653,1.5336204879501414,1.5620044477776285,1.5294416001595303,1.5198540739270558,1.4754600357254246,1.5294071746540472,1.4892726570276325,1.6429070054877144,1.5788797152321155,1.6411598421450362,1.5076296565814884,1.546331988043358,1.5258473481684263,1.5061177185849453,1.5405821332218719,1.5539844482435339,1.5676611702421,1.5477172939397055,1.6104935461607366,1.452211091189488,1.5344483869754377,1.4515527543943822,1.511950974833166,1.5250584838458134,1.5841745874517903,1.4740547160531925,1.5227340668666043,1.4626804413851333,1.5288178524103804,1.4377993437129093,1.4774139495915661,1.4969552554937782,1.565314680536695,1.4541857169594397,1.5029945723376381,1.4945052636002605,1.5646655880313505
Mega Glalie,Frost Breath,Avalanche,45,1.1013828614359402,1.1478055320565483,1.1533427189304208,1.21178795624518,1.1660366042503405,1.2162892027457284,1.2183090694661949,1.2641751896319497,1.150705591105709,1.2037991992278267,1.1572713930189522,1.1350201008231764,1.102526476415074,1.1643791968856887,1.127932934493937,1.1452493691343673,1.1432133116876937,1.1442524546421713,1.1436436446334108,1.1927048005141643,1.1146099806879566,1.170404993142825,1.1046474568651725,1.165500860515907,1.1674867956074022,1.2162290534635407,1.185032813103182,1.2486075111674846,1.2085933714151456,1.2572725003304013,1.1336935942926638,1.186779843775468,1.1210581410563965,1.1841605966764077,1.204113890703703,1.261733650867247,1.153771974657422,1.2153154803807174,1.1518580625491048,1.1996904206292436,1.1079941353068492,1.1727920128464708,1.1704032044548072,1.2255160692476534,1.1351300767359163,1.1979893585733001,1.1843730957533987,1.2348133050366665
Mega Glalie,Ice Shard,Avalanche,45,1.1230847460732905,1.1737723592630032,1.1625363091865795,1.2235338478358493,1.1552985053837974,1.2114518964960663,1.2327681431213708,1.2667233790254497,1.1713169842347977,1.2325925892825222,1.187773594537681,1.1685044562142386,1.1222705341234713,1.1933764527889645,1.1519483588042378,1.1635430548073378,1.1507632752415626,1.1640056867383661,1.160383645622188,1.208893063726702,1.1298133169134317,1.1832237118307256,1.1190464208912463,1.1859821455529946,1.1779743131815938,1.2439487783561958,1.1912535156896267,1.2538465780620967,1.2122791817794683,1.2648497041072557,1.1465325927504795,1.2078438256203217,1.1255506607929515,1.191379159942426,1.2170646378216612,1.2991106240384414,1.1550641761251315,1.2169162672735514,1.1680640735485537,1.2215016944779953,1.1465894016616631,1.2085247504014522,1.1775431943768309,1.2367128716253726,1.1427501938450844,1.2127750594903879,1.1912231304238197,1.2410749931709777
Mega Glalie,Ice Fang,Avalanche,45,1.1213424261766385,1.1771256760842543,1.1658389530069595,1.2284773921430046,1.1557114461612075,1.2141605913574116,1.2119173288479013,1.2640578981626485,1.1520752153862652,1.2281485718371286,1.186074064620424,1.1708229638610597,1.128170558833347,1.1936885775348214,1.1510977534567655,1.1738712939597569,1.1499487089695546,1.1663789674420906,1.1530765808078312,1.2136194195876797,1.1349184136135912,1.1873380167371044,1.117248227806909,1.1992706582527335,1.1717425998404074,1.2370805942926626,1.1907682126509678,1.2561186786521812,1.2046432399888398,1.285804490521153,1.1167922564790551,1.2027157490878544,1.1140794696209708,1.1866358442011602,1.1973065818036208,1.2708592383401125,1.1459030463167437,1.1989025930819006,1.1494072258639494,1.2054715808482945,1.1277246386930113,1.2075193744327306,1.157105400257928,1.232340054831023,1.1488730247854335,1.1929894922595652,1.1806959299027127,1.2434073669391272
Tyranitar,Smack Down,Stone Edge,50,1.1660899653979238,1.2162324355524878,1.201197895251431,1.258633201897078,1.1958896006108901,1.2459750564106598,1.248419465228235,1.3055713447918076,1.2070925535337647,1.2761323419011188,1.2383744921617423,1.1766745368302383,1.176703789281116,1.2307273807098236,1.2080712996304592,1.1950192331320233,1.2446553604360593,1.2029240645334418,1.2066900677312502,1.258082760666436,1.1419659100450614,1.1954322818998573,1.1399973832264818,1.19247711161881,1.2012577421438615,1.255908728198503,1.2430044669938785,1.2947112998400705,1.2497393500638776,1.299005859116874,1.181689381496295,1.2524794061963214,1.1911065555894798,1.256727875430715,1.2570338679424224,1.3071929861535543,1.195334574103897,1.2474565810663556,1.1958206784947876,1.2471475309872533,1.1699364658241989,1.2316833065698527,1.2340225644179115,1.2954555159838412,1.197173872356354,1.2406352771316276,1.2167741799920153,1.2796852346031813
Archeops,Steel Wing,Ancient Power,50,1.3666354138353332,1.3750095438206433,1.4154074113373718,1.4258193607309397,1.3636304048949868,1.4057552801524604,1.3994612325915614,1.449322996217028,1.8414453222750509,1.6652709755835984,1.7889434837172695,1.5100929530129963,1.337493551589452,1.3783493803023275,1.3162985435746217,1.3584942395115633,1.3263936600860624,1.3641834448921175,1.7706412221288377,1.5817412369604984,1.2676285370427383,1.219076940300596,1.3112719196717626,1.3777077734947683,1.2584641106509102,1.2752308393813885,1.4011581095240722,1.4581370981084212,1.4446027107593358,1.5155582313984053,1.3553042366187293,1.4465062627731735,1.3233087625943212,1.408524883325337,1.4578916310143522,1.5172290248477311,1.3677277505086838,1.4318170859892574,1.3789650198764027,1.440153851566073,1.1978496125113454,1.2159533617258955,1.226592192130638,1.2690905053507222,1.356367476805433,1.4516590465495576,1.3924691643377949,1.4615788699544032
Tyrantrum,Rock Throw,Meteor Beam,50,1.0847949376521284,1.1122414388111301,1.1007884280514402,1.1467582741364903,1.0809970225659025,1.1339714251536648,1.101181292655105,1.1506306027621498,1.0983001465699067,1.1475507632359774,1.0639780486248485,1.073422244910982,1.0625181530885177,1.1098419001460917,1.0854215694613778,1.1156634249151758,1.0673425536652628,1.0832189832005221,1.0715380432095714,1.1272338952884757,1.0589325198018416,1.1093873324190433,1.0484505681417888,1.0937643628995193,1.1239028004711784,1.1651119048523768,1.1308112281475762,1.171289913417526,1.1618379124509906,1.2089017459874594,1.0924182203442958,1.16018656669634,1.1032734330701792,1.1586339250665154,1.15333305232987,1.2074859322641152,1.104812968302491,1.1713709871840616,1.0757296809221712,1.1212167407390035,1.1083920966278016,1.1473294700830832,1.121482316568022,1.1749126717739802,1.0996096361059864,1.1461057190984199,1.1375680275682376,1.1926939967640942
